Lz,Self Energy,Reciprocal Energy,Real Energy,J(M S),Total,Error(cpp),Error(lammps)
41.4,-23209.60481,10376.34913,-3292.58908,288.74489,-15837.09986,497.68811,497.39486, 
41.5,-23209.60481,10382.29043,-3289.33588,288.04913,-15828.60113,489.18938,488.89613, 
41.6,-23209.60481,10388.19304,-3286.24768,287.35672,-15820.30274,480.89098,480.59774, 
41.7,-23209.60481,10394.05593,-3283.31717,286.66760,-15812.19845,472.78670,472.49345, 
41.8,-23209.60481,10399.87466,-3280.53754,285.98180,-15804.28590,464.87414,464.58090, 
41.9,-23209.60481,10405.64959,-3277.90191,285.29925,-15796.55788,457.14613,456.85288, 
42.0,-23209.60481,10411.37655,-3275.40394,284.61998,-15789.01223,449.60048,449.30723, 
42.1,-23209.60481,10417.05496,-3273.03729,283.94393,-15781.64322,442.23146,441.93822, 
42.2,-23209.60481,10422.68437,-3270.79579,283.27106,-15774.44517,435.03342,434.74017, 
42.3,-23209.60481,10428.26096,-3268.67383,282.60140,-15767.41628,428.00453,427.71128, 
42.4,-23209.60481,10433.78565,-3266.66564,281.93487,-15760.54993,421.13818,420.84493, 
42.5,-23209.60481,10439.25484,-3264.76598,281.27151,-15753.84445,414.43270,414.13945, 
42.6,-23209.60481,10444.66850,-3262.96961,280.61125,-15747.29467,407.88292,407.58967, 
42.7,-23209.60481,10450.02669,-3261.27151,279.95407,-15740.89557,401.48382,401.19057, 
42.8,-23209.60481,10455.32614,-3259.66708,279.29998,-15734.64577,395.23402,394.94077, 
42.9,-23209.60481,10460.56824,-3258.15162,278.64892,-15728.53928,389.12753,388.83428, 
43.0,-23209.60481,10465.74992,-3256.72087,278.00091,-15722.57485,383.16310,382.86985, 
43.1,-23209.60481,10470.87161,-3255.37059,277.35590,-15716.74789,377.33613,377.04289, 
43.2,-23209.60481,10475.93380,-3254.09670,276.71386,-15711.05385,371.64210,371.34885, 
43.3,-23209.60481,10480.93372,-3252.89543,276.07481,-15705.49172,366.07997,365.78672, 
43.4,-23209.60481,10485.87313,-3251.76299,275.43868,-15700.05600,360.64425,360.35100, 
43.5,-23209.60481,10490.74943,-3250.69594,274.80549,-15694.74583,355.33408,355.04083, 
43.6,-23209.60481,10495.56342,-3249.69089,274.17522,-15689.55707,350.14532,349.85207, 
43.7,-23209.60481,10500.31596,-3248.74459,273.54780,-15684.48565,345.07389,344.78065, 
43.8,-23209.60481,10505.00468,-3247.85402,272.92327,-15679.53087,340.11912,339.82587, 
43.9,-23209.60481,10509.63167,-3247.01613,272.30156,-15674.68772,335.27596,334.98272, 
44.0,-23209.60481,10514.19469,-3246.22820,271.68270,-15669.95562,330.54387,330.25062, 
44.1,-23209.60481,10518.69486,-3245.48753,271.06665,-15665.33083,325.91908,325.62583, 
44.2,-23209.60481,10523.13331,-3244.79154,270.45337,-15660.80967,321.39792,321.10467, 
44.3,-23209.60481,10527.50803,-3244.13784,269.84287,-15656.39176,316.98000,316.68676, 
44.4,-23209.60481,10531.82132,-3243.52407,269.23510,-15652.07245,312.66070,312.36745, 
44.5,-23209.60481,10536.07127,-3242.94805,268.63009,-15647.85149,308.43974,308.14649, 
44.6,-23209.60481,10540.25923,-3242.40766,268.02779,-15643.72545,304.31370,304.02045, 
44.7,-23209.60481,10544.38655,-3241.90090,267.42816,-15639.69099,300.27924,299.98599, 
44.8,-23209.60481,10548.45148,-3241.42588,266.83123,-15635.74798,296.33623,296.04298, 
44.9,-23209.60481,10552.45650,-3240.98076,266.23694,-15631.89213,292.48038,292.18713, 
45.0,-23209.60481,10556.39995,-3240.56386,265.64531,-15628.12341,288.71166,288.41841, 
45.1,-23209.60481,10560.28332,-3240.17354,265.05631,-15624.43872,285.02697,284.73372, 
45.2,-23209.60481,10564.10816,-3239.80824,264.46988,-15620.83501,281.42326,281.13001, 
45.3,-23209.60481,10567.87288,-3239.46652,263.88608,-15617.31237,277.90062,277.60737, 
45.4,-23209.60481,10571.58012,-3239.14696,263.30482,-15613.86684,274.45509,274.16184, 
45.5,-23209.60481,10575.22837,-3238.84828,262.72613,-15610.49859,271.08684,270.79359, 
45.6,-23209.60481,10578.81925,-3238.56921,262.14999,-15607.20478,267.79303,267.49978, 
45.7,-23209.60481,10582.35441,-3238.30856,261.57634,-15603.98262,264.57087,264.27762, 
45.8,-23209.60481,10585.83242,-3238.06523,261.00522,-15600.83240,261.42065,261.12740, 
45.9,-23209.60481,10589.25597,-3237.83815,260.43657,-15597.75042,258.33867,258.04542, 
46.0,-23209.60481,10592.62369,-3237.62633,259.87041,-15594.73704,255.32528,255.03204, 
46.1,-23209.60481,10595.93729,-3237.42883,259.30671,-15591.78964,252.37788,252.08464, 
46.2,-23209.60481,10599.19844,-3237.24474,258.74543,-15588.90568,249.49392,249.20068, 
46.3,-23209.60481,10602.40586,-3237.07324,258.18659,-15586.08560,246.67385,246.38060, 
46.4,-23209.60481,10605.56223,-3236.91351,257.63014,-15583.32596,243.91420,243.62096, 
46.5,-23209.60481,10608.66630,-3236.76484,257.07611,-15580.62725,241.21549,240.92225, 
46.6,-23209.60481,10611.71978,-3236.62650,256.52445,-15577.98708,238.57533,238.28208, 
46.7,-23209.60481,10614.72439,-3236.49782,255.97514,-15575.40311,235.99135,235.69811, 
46.8,-23209.60481,10617.67890,-3236.37819,255.42819,-15572.87591,233.46416,233.17091, 
46.9,-23209.60481,10620.58601,-3236.26700,254.88355,-15570.40225,230.99050,230.69725, 
47.0,-23209.60481,10623.44450,-3236.16372,254.34126,-15567.98277,228.57102,228.27777, 
47.1,-23209.60481,10626.25611,-3236.06781,253.80126,-15565.61525,226.20350,225.91025, 
47.2,-23209.60481,10629.02253,-3235.97878,253.26353,-15563.29753,223.88578,223.59253, 
47.3,-23209.60481,10631.74258,-3235.89618,252.72810,-15561.03032,221.61856,221.32532, 
47.4,-23209.60481,10634.41893,-3235.81958,252.19491,-15558.81056,219.39880,219.10556, 
47.5,-23209.60481,10637.05040,-3235.74857,251.66398,-15556.63900,217.22725,216.93400, 
47.6,-23209.60481,10639.63869,-3235.68276,251.13528,-15554.51360,215.10185,214.80860, 
47.7,-23209.60481,10642.18549,-3235.62181,250.60878,-15552.43235,213.02060,212.72735, 
47.8,-23209.60481,10644.68963,-3235.56537,250.08450,-15550.39606,210.98430,210.69106, 
47.9,-23209.60481,10647.15372,-3235.51314,249.56239,-15548.40184,208.99009,208.69684, 
48.0,-23209.60481,10649.57661,-3235.46482,249.04248,-15546.45055,207.03880,206.74555, 
48.1,-23209.60481,10651.95995,-3235.42014,248.52473,-15544.54028,205.12852,204.83528, 
48.2,-23209.60481,10654.30539,-3235.37884,248.00910,-15542.66916,203.25740,202.96416, 
48.3,-23209.60481,10656.61177,-3235.34068,247.49564,-15540.83809,201.42634,201.13309, 
48.4,-23209.60481,10658.88165,-3235.30544,246.98427,-15539.04434,199.63258,199.33934, 
48.5,-23209.60481,10661.11385,-3235.27290,246.47503,-15537.28884,197.87708,197.58384, 
48.6,-23209.60481,10663.31000,-3235.24288,245.96789,-15535.56981,196.15805,195.86481, 
48.7,-23209.60481,10665.47169,-3235.21519,245.46281,-15533.88550,194.47375,194.18050, 
48.8,-23209.60481,10667.59774,-3235.18965,244.95982,-15532.23690,192.82515,192.53190, 
48.9,-23209.60481,10669.69066,-3235.16612,244.45887,-15530.62141,191.20966,190.91641, 
49.0,-23209.60481,10671.74925,-3235.14444,243.95998,-15529.04002,189.62827,189.33502, 
49.1,-23209.60481,10673.77510,-3235.12448,243.46312,-15527.49107,188.07932,187.78607, 
49.2,-23209.60481,10675.76972,-3235.10610,242.96827,-15525.97293,186.56118,186.26793, 
49.3,-23209.60481,10677.73193,-3235.08920,242.47544,-15524.48664,185.07489,184.78164, 
49.4,-23209.60481,10679.66416,-3235.07365,241.98459,-15523.02972,183.61796,183.32472, 
49.5,-23209.60481,10681.56521,-3235.05936,241.49574,-15521.60322,182.19147,181.89822, 
49.6,-23209.60481,10683.43659,-3235.04622,241.00886,-15520.20559,180.79384,180.50059, 
49.7,-23209.60481,10685.27976,-3235.03416,240.52392,-15518.83529,179.42354,179.13029, 
49.8,-23209.60481,10687.09353,-3235.02308,240.04095,-15517.49342,178.08166,177.78842, 
49.9,-23209.60481,10688.88024,-3235.01292,239.55989,-15516.17759,176.76584,176.47259, 
50.0,-23209.60481,10690.63869,-3235.00359,239.08078,-15514.88894,175.47718,175.18394, 
50.1,-23209.60481,10692.37030,-3234.99504,238.60358,-15513.62597,174.21422,173.92097, 
50.2,-23209.60481,10694.07651,-3234.98720,238.12826,-15512.38724,172.97549,172.68224, 
50.3,-23209.60481,10695.75608,-3234.98002,237.65485,-15511.17391,171.76215,171.46891, 
50.4,-23209.60481,10697.41128,-3234.97345,237.18331,-15509.98367,170.57192,170.27867, 
50.5,-23209.60481,10699.04089,-3234.96743,236.71364,-15508.81771,169.40595,169.11271, 
50.6,-23209.60481,10700.64628,-3234.96192,236.24584,-15507.67461,168.26286,167.96961, 
50.7,-23209.60481,10702.22882,-3234.95688,235.77986,-15506.55302,167.14126,166.84802, 
50.8,-23209.60481,10703.78725,-3234.95227,235.31573,-15505.45411,166.04235,165.74911, 
50.9,-23209.60481,10705.32378,-3234.94807,234.85341,-15504.37569,164.96393,164.67069, 
51.0,-23209.60481,10706.83715,-3234.94422,234.39292,-15503.31896,163.90721,163.61396, 
51.1,-23209.60481,10708.32869,-3234.94071,233.93423,-15502.28260,162.87085,162.57760, 
51.2,-23209.60481,10709.79969,-3234.93751,233.47732,-15501.26530,161.85355,161.56030, 
51.3,-23209.60481,10711.24890,-3234.93458,233.02221,-15500.26829,160.85654,160.56329, 
51.4,-23209.60481,10712.67843,-3234.93192,232.56885,-15499.28945,159.87770,159.58445, 
51.5,-23209.60481,10714.08703,-3234.92949,232.11726,-15498.33001,158.91826,158.62501, 
51.6,-23209.60481,10715.47594,-3234.92727,231.66743,-15497.38872,157.97696,157.68372, 
51.7,-23209.60481,10716.84642,-3234.92526,231.21932,-15496.46432,157.05257,156.75932, 
51.8,-23209.60481,10718.19719,-3234.92342,230.77296,-15495.55809,156.14633,155.85309, 
51.9,-23209.60481,10719.53030,-3234.92175,230.32830,-15494.66796,155.25621,154.96296, 
52.0,-23209.60481,10720.84447,-3234.92023,229.88537,-15493.79520,154.38345,154.09020, 
52.1,-23209.60481,10722.14091,-3234.91885,229.44413,-15492.93862,153.52687,153.23362, 
52.2,-23209.60481,10723.42081,-3234.91759,229.00458,-15492.09702,152.68527,152.39202, 
52.3,-23209.60481,10724.68286,-3234.91645,228.56671,-15491.27169,151.85994,151.56669, 
52.4,-23209.60481,10725.92907,-3234.91542,228.13051,-15490.46065,151.04889,150.75565, 
52.5,-23209.60481,10727.15814,-3234.91448,227.69598,-15489.66517,150.25342,149.96017, 
52.6,-23209.60481,10728.37121,-3234.91362,227.26311,-15488.88412,149.47237,149.17912, 
52.7,-23209.60481,10729.56944,-3234.91285,226.83186,-15488.11637,148.70461,148.41137, 
52.8,-23209.60481,10730.75150,-3234.91215,226.40226,-15487.36320,147.95145,147.65820, 
52.9,-23209.60481,10731.91935,-3234.91152,225.97427,-15486.62271,147.21096,146.91771, 
53.0,-23209.60481,10733.07165,-3234.91094,225.54791,-15485.89620,146.48445,146.19120, 
53.1,-23209.60481,10734.20951,-3234.91042,225.12315,-15485.18257,145.77081,145.47757, 
53.2,-23209.60481,10735.33405,-3234.90995,224.69998,-15484.48073,145.06898,144.77573, 
53.3,-23209.60481,10736.44391,-3234.90952,224.27841,-15483.79201,144.38026,144.08701, 
53.4,-23209.60481,10737.54100,-3234.90914,223.85840,-15483.11454,143.70279,143.40954, 
53.5,-23209.60481,10738.62397,-3234.90879,223.43998,-15482.44965,143.03789,142.74465, 
53.6,-23209.60481,10739.69389,-3234.90847,223.02312,-15481.79627,142.38452,142.09127, 
53.7,-23209.60481,10740.75183,-3234.90819,222.60780,-15481.15338,141.74162,141.44838, 
53.8,-23209.60481,10741.79642,-3234.90793,222.19404,-15480.52229,141.11054,140.81729, 
53.9,-23209.60481,10742.82951,-3234.90770,221.78179,-15479.90121,140.48945,140.19621, 
54.0,-23209.60481,10743.84975,-3234.90749,221.37109,-15479.29146,139.87971,139.58646, 
54.1,-23209.60481,10744.85817,-3234.90730,220.96191,-15478.69204,139.28029,138.98704, 
54.2,-23209.60481,10745.85579,-3234.90714,220.55422,-15478.10194,138.69019,138.39694, 
54.3,-23209.60481,10746.84123,-3234.90698,220.14805,-15477.52251,138.11076,137.81751, 
54.4,-23209.60481,10747.81631,-3234.90685,219.74336,-15476.95199,137.54023,137.24699, 
54.5,-23209.60481,10748.77966,-3234.90672,219.34017,-15476.39171,136.97996,136.68671, 
54.6,-23209.60481,10749.73226,-3234.90661,218.93845,-15475.84072,136.42896,136.13572, 
54.7,-23209.60481,10750.67510,-3234.90651,218.53819,-15475.29803,135.88628,135.59303, 
54.8,-23209.60481,10751.60681,-3234.90642,218.13940,-15474.76502,135.35327,135.06002, 
54.9,-23209.60481,10752.52915,-3234.90634,217.74205,-15474.23995,134.82820,134.53495, 
55.0,-23209.60481,10753.44073,-3234.90627,217.34616,-15473.72419,134.31243,134.01919, 
55.1,-23209.60481,10754.34252,-3234.90620,216.95171,-15473.21679,133.80503,133.51179, 
55.2,-23209.60481,10755.23547,-3234.90614,216.55867,-15472.71682,133.30506,133.01182, 
55.3,-23209.60481,10756.11819,-3234.90609,216.16707,-15472.22564,132.81389,132.52064, 
55.4,-23209.60481,10756.99241,-3234.90604,215.77687,-15471.74158,132.32982,132.03658, 
55.5,-23209.60481,10757.85673,-3234.90600,215.38809,-15471.26599,131.85424,131.56099, 
55.6,-23209.60481,10758.71210,-3234.90596,215.00071,-15470.79797,131.38622,131.09297, 
55.7,-23209.60481,10759.55943,-3234.90593,214.61470,-15470.33662,130.92486,130.63162, 
55.8,-23209.60481,10760.39732,-3234.90590,214.23009,-15469.88330,130.47154,130.17830, 
55.9,-23209.60481,10761.22748,-3234.90587,213.84685,-15469.43637,130.02461,129.73137, 
56.0,-23209.60481,10762.04849,-3234.90585,213.46498,-15468.99719,129.58544,129.29219, 
56.1,-23209.60481,10762.86127,-3234.90583,213.08448,-15468.56489,129.15314,128.85989, 
56.2,-23209.60481,10763.66671,-3234.90581,212.70532,-15468.13860,128.72684,128.43360, 
56.3,-23209.60481,10764.46342,-3234.90579,212.32752,-15467.71967,128.30792,128.01467, 
56.4,-23209.60481,10765.25304,-3234.90578,211.95104,-15467.30651,127.89476,127.60151, 
56.5,-23209.60481,10766.03418,-3234.90576,211.57591,-15466.90048,127.48873,127.19548, 
56.6,-23209.60481,10766.80773,-3234.90575,211.20211,-15466.50073,127.08897,126.79573, 
56.7,-23209.60481,10767.57455,-3234.90574,210.82961,-15466.10640,126.69464,126.40140, 
56.8,-23209.60481,10768.33324,-3234.90573,210.45844,-15465.71887,126.30711,126.01387, 
56.9,-23209.60481,10769.08542,-3234.90572,210.08855,-15465.33656,125.92480,125.63156, 
57.0,-23209.60481,10769.82971,-3234.90571,209.71998,-15464.96084,125.54908,125.25584, 
57.1,-23209.60481,10770.56695,-3234.90571,209.35270,-15464.59087,125.17912,124.88587, 
57.2,-23209.60481,10771.29799,-3234.90570,208.98669,-15464.22583,124.81408,124.52083, 
57.3,-23209.60481,10772.02144,-3234.90570,208.62197,-15463.86709,124.45534,124.16209, 
57.4,-23209.60481,10772.73889,-3234.90569,208.25851,-15463.51310,124.10135,123.80810, 
57.5,-23209.60481,10773.44894,-3234.90569,207.89633,-15463.16523,123.75348,123.46023, 
57.6,-23209.60481,10774.15243,-3234.90568,207.53540,-15462.82266,123.41091,123.11766, 
57.7,-23209.60481,10774.85019,-3234.90568,207.17572,-15462.48459,123.07283,122.77959, 
57.8,-23209.60481,10775.54082,-3234.90568,206.81729,-15462.15238,122.74062,122.44738, 
57.9,-23209.60481,10776.22590,-3234.90567,206.46008,-15461.82451,122.41275,122.11951, 
58.0,-23209.60481,10776.90402,-3234.90567,206.10412,-15461.50234,122.09059,121.79734, 
58.1,-23209.60481,10777.57601,-3234.90567,205.74939,-15461.18509,121.77333,121.48009, 
58.2,-23209.60481,10778.24268,-3234.90567,205.39586,-15460.87195,121.46019,121.16695, 
58.3,-23209.60481,10778.90263,-3234.90567,205.04355,-15460.56429,121.15254,120.85929, 
58.4,-23209.60481,10779.55741,-3234.90566,204.69244,-15460.26062,120.84887,120.55562, 
58.5,-23209.60481,10780.20564,-3234.90566,204.34255,-15459.96229,120.55054,120.25729, 
58.6,-23209.60481,10780.84811,-3234.90566,203.99384,-15459.66852,120.25677,119.96352, 
58.7,-23209.60481,10781.48561,-3234.90566,203.64632,-15459.37854,119.96679,119.67354, 
58.8,-23209.60481,10782.11678,-3234.90566,203.29999,-15459.09371,119.68195,119.38871, 
58.9,-23209.60481,10782.74311,-3234.90566,202.95482,-15458.81254,119.40079,119.10754, 
59.0,-23209.60481,10783.36324,-3234.90566,202.61083,-15458.53640,119.12464,118.83140, 
59.1,-23209.60481,10783.97795,-3234.90566,202.26801,-15458.26451,118.85276,118.55951, 
59.2,-23209.60481,10784.58802,-3234.90566,201.92633,-15457.99611,118.58436,118.29111, 
59.3,-23209.60481,10785.19208,-3234.90566,201.58582,-15457.73257,118.32082,118.02757, 
59.4,-23209.60481,10785.79162,-3234.90566,201.24644,-15457.47241,118.06065,117.76741, 
59.5,-23209.60481,10786.38527,-3234.90566,200.90822,-15457.21698,117.80523,117.51198, 
59.6,-23209.60481,10786.97380,-3234.90566,200.57113,-15456.96554,117.55379,117.26054, 
59.7,-23209.60481,10787.55798,-3234.90566,200.23516,-15456.71733,117.30558,117.01233, 
59.8,-23209.60481,10788.13645,-3234.90565,199.90032,-15456.47370,117.06195,116.76870, 
59.9,-23209.60481,10788.71068,-3234.90565,199.56659,-15456.23320,116.82145,116.52820, 
60.0,-23209.60481,10789.27930,-3234.90565,199.23398,-15455.99718,116.58543,116.29218, 
60.1,-23209.60481,10789.84309,-3234.90565,198.90248,-15455.76490,116.35314,116.05990, 
60.2,-23209.60481,10790.40279,-3234.90565,198.57207,-15455.53560,116.12385,115.83060, 
60.3,-23209.60481,10790.95705,-3234.90565,198.24277,-15455.31064,115.89889,115.60564, 
60.4,-23209.60481,10791.50733,-3234.90565,197.91455,-15455.08859,115.67684,115.38359, 
60.5,-23209.60481,10792.05227,-3234.90565,197.58742,-15454.87078,115.45902,115.16578, 
60.6,-23209.60481,10792.59262,-3234.90565,197.26137,-15454.65647,115.24472,114.95147, 
60.7,-23209.60481,10793.12914,-3234.90565,196.93639,-15454.44494,115.03319,114.73994, 
60.8,-23209.60481,10793.66046,-3234.90565,196.61249,-15454.23752,114.82576,114.53252, 
60.9,-23209.60481,10794.18804,-3234.90565,196.28963,-15454.03279,114.62104,114.32779, 
61.0,-23209.60481,10794.71053,-3234.90565,195.96785,-15453.83209,114.42033,114.12709, 
61.1,-23209.60481,10795.22867,-3234.90565,195.64712,-15453.63468,114.22292,113.92968, 
61.2,-23209.60481,10795.74319,-3234.90565,195.32743,-15453.43985,114.02809,113.73485, 
61.3,-23209.60481,10796.25276,-3234.90565,195.00880,-15453.24891,113.83716,113.54391, 
61.4,-23209.60481,10796.75880,-3234.90565,194.69118,-15453.06048,113.64873,113.35548, 
61.5,-23209.60481,10797.25998,-3234.90565,194.37462,-15452.87587,113.46411,113.17087, 
61.6,-23209.60481,10797.75703,-3234.90565,194.05908,-15452.69435,113.28260,112.98935, 
61.7,-23209.60481,10798.25068,-3234.90565,193.74455,-15452.51523,113.10348,112.81023, 
61.8,-23209.60481,10798.73960,-3234.90565,193.43105,-15452.33981,112.92806,112.63481, 
61.9,-23209.60481,10799.22520,-3234.90565,193.11856,-15452.16671,112.75496,112.46171, 
62.0,-23209.60481,10799.70615,-3234.90565,192.80708,-15451.99724,112.58549,112.29224, 
62.1,-23209.60481,10800.18317,-3234.90565,192.49661,-15451.83069,112.41893,112.12569, 
62.2,-23209.60481,10800.65700,-3234.90565,192.18712,-15451.66635,112.25460,111.96135, 
62.3,-23209.60481,10801.12629,-3234.90565,191.87864,-15451.50554,112.09378,111.80054, 
62.4,-23209.60481,10801.59246,-3234.90565,191.57113,-15451.34687,111.93512,111.64187, 
62.5,-23209.60481,10802.05419,-3234.90565,191.26462,-15451.19165,111.77990,111.48665, 
62.6,-23209.60481,10802.51219,-3234.90565,190.95909,-15451.03919,111.62743,111.33419, 
62.7,-23209.60481,10802.96716,-3234.90565,190.65453,-15450.88878,111.47702,111.18378, 
62.8,-23209.60481,10803.41781,-3234.90565,190.35094,-15450.74171,111.32996,111.03671, 
62.9,-23209.60481,10803.86551,-3234.90565,190.04831,-15450.59664,111.18489,110.89164, 
63.0,-23209.60481,10804.30896,-3234.90565,189.74665,-15450.45486,111.04310,110.74986, 
63.1,-23209.60481,10804.74886,-3234.90565,189.44595,-15450.31566,110.90391,110.61066, 
63.2,-23209.60481,10805.18591,-3234.90565,189.14618,-15450.17837,110.76662,110.47337, 
63.3,-23209.60481,10805.61881,-3234.90565,188.84738,-15450.04428,110.63252,110.33928, 
63.4,-23209.60481,10806.04894,-3234.90565,188.54951,-15449.91202,110.50027,110.20702, 
63.5,-23209.60481,10806.47498,-3234.90565,188.25258,-15449.78290,110.37115,110.07790, 
63.6,-23209.60481,10806.89764,-3234.90565,187.95659,-15449.65623,110.24448,109.95123, 
63.7,-23209.60481,10807.31762,-3234.90565,187.66152,-15449.53132,110.11957,109.82632, 
63.8,-23209.60481,10807.73362,-3234.90565,187.36738,-15449.40946,109.99771,109.70446, 
63.9,-23209.60481,10808.14699,-3234.90565,187.07416,-15449.28931,109.87756,109.58431, 
64.0,-23209.60481,10808.55645,-3234.90565,186.78186,-15449.17216,109.76040,109.46716, 
64.1,-23209.60481,10808.96268,-3234.90565,186.49047,-15449.05732,109.64556,109.35232, 
64.2,-23209.60481,10809.36571,-3234.90565,186.19999,-15448.94477,109.53301,109.23977, 
64.3,-23209.60481,10809.76688,-3234.90565,185.91040,-15448.83319,109.42144,109.12819, 
64.4,-23209.60481,10810.16360,-3234.90565,185.62172,-15448.72515,109.31340,109.02015, 
64.5,-23209.60481,10810.55720,-3234.90565,185.33394,-15448.61933,109.20757,108.91433, 
64.6,-23209.60481,10810.94771,-3234.90565,185.04705,-15448.51571,109.10395,108.81071, 
64.7,-23209.60481,10811.33516,-3234.90565,184.76104,-15448.41426,109.00251,108.70926, 
64.8,-23209.60481,10811.72088,-3234.90565,184.47590,-15448.31369,108.90193,108.60869, 
64.9,-23209.60481,10812.10227,-3234.90565,184.19166,-15448.21654,108.80478,108.51154, 
65.0,-23209.60481,10812.48068,-3234.90565,183.90829,-15448.12150,108.70974,108.41650, 
65.1,-23209.60481,10812.85611,-3234.90565,183.62580,-15448.02856,108.61681,108.32356, 
65.2,-23209.60481,10813.22860,-3234.90565,183.34417,-15447.93770,108.52595,108.23270, 
65.3,-23209.60481,10813.59946,-3234.90565,183.06338,-15447.84763,108.43588,108.14263, 
65.4,-23209.60481,10813.96612,-3234.90565,182.78347,-15447.76088,108.34913,108.05588, 
65.5,-23209.60481,10814.32989,-3234.90565,182.50441,-15447.67617,108.26441,107.97117, 
65.6,-23209.60481,10814.69079,-3234.90565,182.22621,-15447.59346,108.18171,107.88846, 
65.7,-23209.60481,10815.04885,-3234.90565,181.94885,-15447.51276,108.10101,107.80776, 
65.8,-23209.60481,10815.40536,-3234.90565,181.67232,-15447.43279,108.02104,107.72779, 
65.9,-23209.60481,10815.75777,-3234.90565,181.39664,-15447.35605,107.94430,107.65105, 
66.0,-23209.60481,10816.10738,-3234.90565,181.12180,-15447.28128,107.86953,107.57628, 
66.1,-23209.60481,10816.45421,-3234.90565,180.84780,-15447.20846,107.79671,107.50346, 
66.2,-23209.60481,10816.79826,-3234.90565,180.57462,-15447.13759,107.72584,107.43259, 
66.3,-23209.60481,10817.14083,-3234.90565,180.30224,-15447.06740,107.65564,107.36240, 
66.4,-23209.60481,10817.47938,-3234.90565,180.03070,-15447.00038,107.58863,107.29538, 
66.5,-23209.60481,10817.81519,-3234.90565,179.75999,-15446.93529,107.52354,107.23029, 
66.6,-23209.60481,10818.14828,-3234.90565,179.49008,-15446.87211,107.46035,107.16711, 
66.7,-23209.60481,10818.47865,-3234.90565,179.22098,-15446.81083,107.39908,107.10583, 
66.8,-23209.60481,10818.80758,-3234.90565,178.95267,-15446.75021,107.33846,107.04521, 
66.9,-23209.60481,10819.13255,-3234.90565,178.68518,-15446.69274,107.28098,106.98774, 
67.0,-23209.60481,10819.45482,-3234.90565,178.41849,-15446.63715,107.22540,106.93215, 
67.1,-23209.60481,10819.77440,-3234.90565,178.15260,-15446.58347,107.17171,106.87847, 
67.2,-23209.60481,10820.09131,-3234.90565,177.88749,-15446.53167,107.11991,106.82667, 
67.3,-23209.60481,10820.40678,-3234.90565,177.62316,-15446.48053,107.06878,106.77553, 
67.4,-23209.60481,10820.71833,-3234.90565,177.35963,-15446.43252,107.02076,106.72752, 
