# of Threads,Self,,Reciprocal,,Real
2,-974803.41556,0.00002782,465020.56345,1.90559587,56934.83057,21.02702479, 
,-974803.41556,0.00003887,465020.56345,1.94626212,56934.83057,20.99484819, 
,-974803.41556,0.00003271,465020.56345,1.87850616,56934.83057,20.14507590, 
,-974803.41556,0.00002705,465020.56345,1.78928149,56934.83058,20.19095910, 
,-974803.41556,0.00002549,465020.56345,1.79983633,56934.83057,19.99859455, 
 
 
3,-974803.41556,0.00002406,465020.56345,1.23438864,56934.83062,13.55227278, 
,-974803.41556,0.00002411,465020.56345,1.27674823,56934.83062,13.49088685, 
,-974803.41556,0.00002739,465020.56345,1.23793238,56934.83062,13.47958532, 
,-974803.41556,0.00002463,465020.56345,1.22725166,56934.83062,13.47963395, 
,-974803.41556,0.00002392,465020.56345,1.23808067,56934.83062,13.49408976, 
 
 
4,-974803.41556,0.00002413,465020.56345,0.95241120,56934.83062,10.23472513, 
,-974803.41556,0.00002496,465020.56345,0.94749145,56934.83062,10.23729374, 
,-974803.41556,0.00002749,465020.56345,0.94123390,56934.83062,10.24183363, 
,-974803.41556,0.00002776,465020.56345,0.94783537,56934.83062,10.23526724, 
,-974803.41556,0.00002100,465020.56345,0.94586202,56934.83062,10.28837100, 
 
 
5,-974803.41556,0.00002728,465020.56345,0.77137245,56934.83061,8.35435227, 
,-974803.41556,0.00002233,465020.56345,0.76141371,56934.83061,8.32027739, 
,-974803.41556,0.00002673,465020.56345,0.76300998,56934.83061,8.31575957, 
,-974803.41556,0.00002422,465020.56345,0.76437842,56934.83061,8.31664100, 
,-974803.41556,0.00002153,465020.56345,0.76508097,56934.83061,8.35328076, 
 
 
6,-974803.41556,0.00002524,465020.56345,0.66854273,56934.83061,7.05559400, 
,-974803.41556,0.00002207,465020.56345,0.67364547,56934.83061,7.22251629, 
,-974803.41556,0.00002625,465020.56345,0.68400213,56934.83061,7.22337524, 
,-974803.41556,0.00002611,465020.56345,0.68061821,56934.83061,7.22437844, 
,-974803.41556,0.00002653,465020.56345,0.68373090,56934.83061,7.21751811, 
 
 
7,-974803.41556,0.00002695,465020.56345,1.40718258,56934.83061,7.05625619, 
,-974803.41556,0.00002248,465020.56345,1.31063956,56934.83061,7.15920814, 
,-974803.41556,0.00003030,465020.56345,1.38739398,56934.83061,7.24837582, 
,-974803.41556,0.00002716,465020.56345,1.37757564,56934.83061,7.16179354, 
,-974803.41556,0.00002207,465020.56345,1.32138819,56934.83061,7.17984295, 
 
 
8,-974803.41556,0.00002816,465020.56345,1.24944048,56934.83061,7.07574079, 
,-974803.41556,0.00002630,465020.56345,1.25346937,56934.83061,7.19931641, 
,-974803.41556,0.00002672,465020.56345,1.26326095,56934.83061,7.19296328, 
,-974803.41556,0.00002416,465020.56345,1.27687553,56934.83061,7.21091524, 
,-974803.41556,0.00002236,465020.56345,1.25585314,56934.83061,7.19990448, 
 
 
9,-974803.41556,0.00002422,465020.56345,1.17618248,56934.83060,7.10971311, 
,-974803.41556,0.00002597,465020.56345,1.21181484,56934.83061,7.21203364, 
,-974803.41556,0.00002553,465020.56345,1.19174532,56934.83061,7.21658685, 
,-974803.41556,0.00002541,465020.56345,1.22750082,56934.83061,7.20686553, 
,-974803.41556,0.00002270,465020.56345,1.19186665,56934.83061,7.20200578, 
 
 
10,-974803.41556,0.00002725,465020.56345,1.10819256,56934.83060,7.08909131, 
,-974803.41556,0.00002799,465020.56345,1.11802314,56934.83061,7.22345591, 
,-974803.41556,0.00002788,465020.56345,1.13233127,56934.83060,7.23667607, 
,-974803.41556,0.00002304,465020.56345,1.09690170,56934.83060,7.22703834, 
,-974803.41556,0.00002210,465020.56345,1.15711100,56934.83061,7.23642491, 
 
 
11,-974803.41556,0.00002940,465020.56345,1.17608792,56934.83061,7.07380017, 
,-974803.41556,0.00002477,465020.56345,1.13417455,56934.83060,7.21163073, 
,-974803.41556,0.00002719,465020.56345,0.88128116,56934.83060,7.24240620, 
,-974803.41556,0.00002066,465020.56345,0.87450893,56934.83060,7.23238407, 
,-974803.41556,0.00002661,465020.56345,1.14088814,56934.83060,7.23645592, 
 
 
12,-974803.41556,0.00002537,465020.56345,1.29766470,56934.83060,7.06725454, 
,-974803.41556,0.00002361,465020.56345,1.23637303,56934.83060,7.21233620, 
,-974803.41556,0.00002458,465020.56345,1.27405314,56934.83060,7.24245798, 
,-974803.41556,0.00002271,465020.56345,1.27973917,56934.83060,7.21301413, 
,-974803.41556,0.00002185,465020.56345,1.27890964,56934.83060,7.19728099, 
 
 
13,-974803.41556,0.00002281,465020.56345,1.26231804,56934.83061,7.06487460, 
,-974803.41556,0.00002270,465020.56345,1.34740235,56934.83061,7.20174975, 
,-974803.41556,0.00002116,465020.56345,1.32521062,56934.83061,7.19285488, 
,-974803.41556,0.00002658,465020.56345,1.31002775,56934.83061,7.19809431, 
,-974803.41556,0.00005749,465020.56345,1.32257587,56934.83060,7.20229586, 
 
 
14,-974803.41556,0.00002531,465020.56345,1.23224431,56934.83061,7.08422002, 
,-974803.41556,0.00002656,465020.56345,1.22992653,56934.83061,7.21380840, 
,-974803.41556,0.00002419,465020.56345,1.23025483,56934.83061,7.21979324, 
,-974803.41556,0.00002977,465020.56345,1.25759468,56934.83060,7.23068966, 
,-974803.41556,0.00002786,465020.56345,1.29825875,56934.83061,7.20319886, 
 
 
15,-974803.41556,0.00006517,465020.56345,1.14839723,56934.83061,7.07649463, 
,-974803.41556,0.00002843,465020.56345,1.17394757,56934.83061,7.23026223, 
,-974803.41556,0.00002732,465020.56345,1.19008816,56934.83060,7.22533019, 
,-974803.41556,0.00002354,465020.56345,1.19997733,56934.83060,7.21732241, 
,-974803.41556,0.00002591,465020.56345,1.19162601,56934.83061,7.23433171, 
 
 
16,-974803.41556,0.00002618,465020.56345,1.15887259,56934.83061,7.10033545, 
,-974803.41556,0.00002886,465020.56345,1.10912390,56934.83060,8.03018246, 
,-974803.41556,0.00002367,465020.56345,1.06336772,56934.83061,7.22204968, 
,-974803.41556,0.00002454,465020.56345,1.15555986,56934.83061,7.22437965, 
,-974803.41556,0.00002441,465020.56345,1.16259132,56934.83060,7.23067609, 
 
 
17,-974803.41556,0.00002301,465020.56345,0.94391470,56934.83061,7.08849061, 
,-974803.41556,0.00002437,465020.56345,0.97703104,56934.83061,7.23509732, 
,-974803.41556,0.00002558,465020.56345,0.95967163,56934.83061,7.24022327, 
,-974803.41556,0.00002488,465020.56345,0.91245061,56934.83061,7.25108865, 
,-974803.41556,0.00002588,465020.56345,1.09402455,56934.83061,7.23658668, 
 
 
18,-974803.41556,0.00002673,465020.56345,1.20237212,56934.83061,7.08239137, 
,-974803.41556,0.00002361,465020.56345,1.19150020,56934.83061,7.22934192, 
,-974803.41556,0.00002608,465020.56345,1.18940467,56934.83061,7.21612443, 
,-974803.41556,0.00002755,465020.56345,0.95290357,56934.83061,7.24190928, 
,-974803.41556,0.00002098,465020.56345,1.13321776,56934.83061,7.22514838, 
 
 
19,-974803.41556,0.00002901,465020.56345,1.25347622,56934.83061,7.08134431, 
,-974803.41556,0.00002445,465020.56345,1.41591811,56934.83061,7.22369176, 
,-974803.41556,0.00002674,465020.56345,1.26339427,56934.83061,7.20140680, 
,-974803.41556,0.00002587,465020.56345,1.23666513,56934.83061,7.23153083, 
,-974803.41556,0.00002513,465020.56345,1.20769007,56934.83061,7.20769556, 
 
 
20,-974803.41556,0.00002885,465020.56345,1.23174228,56934.83061,7.09271464, 
,-974803.41556,0.00002426,465020.56345,1.21562591,56934.83061,7.22452010, 
,-974803.41556,0.00002639,465020.56345,1.19386643,56934.83061,7.23041857, 
,-974803.41556,0.00002367,465020.56345,1.23053368,56934.83061,7.21873536, 
,-974803.41556,0.00002328,465020.56345,1.27361805,56934.83061,7.21799023, 
 
 
21,-974803.41556,0.00002983,465020.56345,1.21250862,56934.83061,7.07933698, 
,-974803.41556,0.00002539,465020.56345,1.22150169,56934.83061,7.21029713, 
,-974803.41556,0.00002424,465020.56345,1.25159800,56934.83061,7.22631687, 
,-974803.41556,0.00002261,465020.56345,1.23305174,56934.83061,7.22225453, 
,-974803.41556,0.00002549,465020.56345,1.27401198,56934.83061,7.22953905, 
 
 
22,-974803.41556,0.00002876,465020.56345,1.30739698,56934.83061,7.08011590, 
,-974803.41556,0.00002509,465020.56345,1.28772285,56934.83061,7.21253869, 
,-974803.41556,0.00002233,465020.56345,1.25899231,56934.83061,7.20344151, 
,-974803.41556,0.00002244,465020.56345,1.20318644,56934.83061,7.22930653, 
,-974803.41556,0.00002716,465020.56345,1.29781254,56934.83061,7.23300056, 
 
 
23,-974803.41556,0.00002421,465020.56345,1.30966754,56934.83061,7.06542528, 
,-974803.41556,0.00002725,465020.56345,1.00019957,56934.83061,7.24852291, 
,-974803.41556,0.00002536,465020.56345,1.27248559,56934.83061,7.21322473, 
,-974803.41556,0.00002284,465020.56345,1.20072584,56934.83061,7.22883861, 
,-974803.41556,0.00002751,465020.56345,0.96567735,56934.83061,7.24109839, 
 
 
24,-974803.41556,0.00003072,465020.56345,1.29588147,56934.83061,7.06952905, 
,-974803.41556,0.00006735,465020.56345,1.26188138,56934.83061,7.20991332, 
,-974803.41556,0.00002654,465020.56345,1.28234633,56934.83061,7.21727159, 
,-974803.41556,0.00002671,465020.56345,1.29809425,56934.83061,7.21223805, 
,-974803.41556,0.00002581,465020.56345,1.31078470,56934.83061,7.21874021, 
 
 
25,-974803.41556,0.00002834,465020.56345,1.32954188,56934.83061,7.09070791, 
,-974803.41556,0.00002754,465020.56345,1.29702735,56934.83061,7.21740506, 
,-974803.41556,0.00004540,465020.56345,1.30973411,56934.83061,7.21906003, 
,-974803.41556,0.00002819,465020.56345,1.33024824,56934.83060,7.20438777, 
,-974803.41556,0.00002574,465020.56345,1.30706635,56934.83061,7.22408077, 
 
 
