Lz,Self Energy,Reciprocal Energy,Real Energy,J(M S),Total,Error(cpp),Error(lammps)
52.9,-8123.36180,4021.04878,-131.50115,145.11619,-4088.69797,72.88385,72.13897, 
53.0,-8123.36180,4020.23284,-129.29829,144.84239,-4087.58486,71.77074,71.02586, 
53.1,-8123.36180,4019.42611,-127.18510,144.56962,-4086.55116,70.73705,69.99216, 
53.2,-8123.36180,4018.62899,-125.15777,144.29787,-4085.59271,69.77859,69.03371, 
53.3,-8123.36180,4017.84111,-123.21286,144.02715,-4084.70640,68.89228,68.14740, 
53.4,-8123.36180,4017.06312,-121.34685,143.75743,-4083.88810,68.07399,67.32910, 
53.5,-8123.36180,4016.29463,-119.55655,143.48872,-4083.13500,67.32088,66.57600, 
53.6,-8123.36180,4015.53601,-117.83855,143.22103,-4082.44332,66.62920,65.88432, 
53.7,-8123.36180,4014.78764,-116.18950,142.95431,-4081.80934,65.99523,65.25034, 
53.8,-8123.36180,4014.04911,-114.60664,142.68860,-4081.23073,65.41662,64.67173, 
53.9,-8123.36180,4013.32103,-113.08690,142.42387,-4080.70380,64.88968,64.14480, 
54.0,-8123.36180,4012.60299,-111.62754,142.16012,-4080.22622,64.41211,63.66722, 
54.1,-8123.36180,4011.89532,-110.22579,141.89736,-4079.79491,63.98080,63.23591, 
54.2,-8123.36180,4011.19837,-108.87907,141.63555,-4079.40695,63.59284,62.84795, 
54.3,-8123.36180,4010.51169,-107.58504,141.37471,-4079.06043,63.24632,62.50143, 
54.4,-8123.36180,4009.83587,-106.34119,141.11483,-4078.75230,62.93818,62.19330, 
54.5,-8123.36180,4009.17045,-105.14532,140.85590,-4078.48077,62.66666,61.92177, 
54.6,-8123.36180,4008.51574,-103.99520,140.59793,-4078.24332,62.42921,61.68432, 
54.7,-8123.36180,4007.87206,-102.88874,140.34089,-4078.03759,62.22348,61.47859, 
54.8,-8123.36180,4007.23892,-101.82403,140.08480,-4077.86211,62.04799,61.30311, 
54.9,-8123.36180,4006.61689,-100.79910,139.82963,-4077.71439,61.90027,61.15539, 
55.0,-8123.36180,4006.00547,-99.81231,139.57539,-4077.59324,61.77913,61.03424, 
55.1,-8123.36180,4005.40495,-98.86198,139.32209,-4077.49675,61.68263,60.93775, 
55.2,-8123.36180,4004.81560,-97.94644,139.06969,-4077.42295,61.60884,60.86395, 
55.3,-8123.36180,4004.23693,-97.06418,138.81821,-4077.37084,61.55673,60.81184, 
55.4,-8123.36180,4003.66946,-96.21370,138.56763,-4077.33841,61.52430,60.77941, 
55.5,-8123.36180,4003.11267,-95.39369,138.31796,-4077.32486,61.51074,60.76586, 
55.6,-8123.36180,4002.56682,-94.60284,138.06919,-4077.32863,61.51451,60.76963, 
55.7,-8123.36180,4002.03216,-93.83988,137.82130,-4077.34822,61.53411,60.78922, 
55.8,-8123.36180,4001.50816,-93.10367,137.57432,-4077.38299,61.56887,60.82399, 
55.9,-8123.36180,4000.99532,-92.39300,137.32820,-4077.43128,61.61717,60.87228, 
56.0,-8123.36180,4000.49310,-91.70691,137.08298,-4077.49263,61.67851,60.93363, 
56.1,-8123.36180,4000.00173,-91.04434,136.83863,-4077.56578,61.75167,61.00678, 
56.2,-8123.36180,3999.52144,-90.40431,136.59514,-4077.64954,61.83542,61.09054, 
56.3,-8123.36180,3999.05167,-89.78595,136.35252,-4077.74356,61.92944,61.18456, 
56.4,-8123.36180,3998.59290,-89.18835,136.11075,-4077.84649,62.03238,61.28749, 
56.5,-8123.36180,3998.14458,-88.61074,135.86985,-4077.95811,62.14399,61.39911, 
56.6,-8123.36180,3997.70690,-88.05229,135.62980,-4078.07738,62.26327,61.51838, 
56.7,-8123.36180,3997.28006,-87.51223,135.39059,-4078.20337,62.38926,61.64437, 
56.8,-8123.36180,3996.86352,-86.98991,135.15223,-4078.33596,62.52184,61.77696, 
56.9,-8123.36180,3996.45770,-86.48460,134.91470,-4078.47400,62.65988,61.91500, 
57.0,-8123.36180,3996.06204,-85.99570,134.67801,-4078.61745,62.80333,62.05845, 
57.1,-8123.36180,3995.67673,-85.52259,134.44215,-4078.76551,62.95140,62.20651, 
57.2,-8123.36180,3995.30194,-85.06468,134.20711,-4078.91743,63.10331,62.35843, 
57.3,-8123.36180,3994.93710,-84.62143,133.97289,-4079.07324,63.25913,62.51424, 
57.4,-8123.36180,3994.58263,-84.19230,133.73949,-4079.23198,63.41787,62.67298, 
57.5,-8123.36180,3994.23795,-83.77682,133.50690,-4079.39377,63.57966,62.83477, 
57.6,-8123.36180,3993.90323,-83.37449,133.27512,-4079.55793,63.74382,62.99893, 
57.7,-8123.36180,3993.57863,-82.98483,133.04414,-4079.72385,63.90974,63.16485, 
57.8,-8123.36180,3993.26357,-82.60744,132.81396,-4079.89171,64.07760,63.33271, 
57.9,-8123.36180,3992.95845,-82.24189,132.58457,-4080.06067,64.24656,63.50167, 
58.0,-8123.36180,3992.66267,-81.88780,132.35598,-4080.23095,64.41683,63.67195, 
58.1,-8123.36180,3992.37641,-81.54478,132.12817,-4080.40200,64.58788,63.84300, 
58.2,-8123.36180,3992.09980,-81.21245,131.90114,-4080.57330,64.75919,64.01430, 
58.3,-8123.36180,3991.83224,-80.89047,131.67490,-4080.74512,64.93100,64.18612, 
58.4,-8123.36180,3991.57415,-80.57850,131.44943,-4080.91673,65.10261,64.35773, 
58.5,-8123.36180,3991.32490,-80.27626,131.22473,-4081.08842,65.27431,64.52942, 
58.6,-8123.36180,3991.08465,-79.98340,131.00080,-4081.25974,65.44563,64.70074, 
58.7,-8123.36180,3990.85355,-79.69963,130.77763,-4081.43025,65.61613,64.87125, 
58.8,-8123.36180,3990.63098,-79.42468,130.55522,-4081.60028,65.78616,65.04128, 
58.9,-8123.36180,3990.41734,-79.15826,130.33356,-4081.76916,65.95504,65.21016, 
59.0,-8123.36180,3990.21201,-78.90012,130.11266,-4081.93725,66.12313,65.37825, 
59.1,-8123.36180,3990.01514,-78.65000,129.89250,-4082.10415,66.29004,65.54515, 
59.2,-8123.36180,3989.82686,-78.40765,129.67308,-4082.26950,66.45539,65.71050, 
59.3,-8123.36180,3989.64656,-78.17286,129.45442,-4082.43368,66.61957,65.87468, 
59.4,-8123.36180,3989.47463,-77.94539,129.23647,-4082.59608,66.78197,66.03708, 
59.5,-8123.36180,3989.31045,-77.72503,129.01927,-4082.75710,66.94299,66.19810, 
59.6,-8123.36180,3989.15416,-77.51157,128.80280,-4082.91640,67.10228,66.35740, 
59.7,-8123.36180,3989.00590,-77.30477,128.58705,-4083.07362,67.25951,66.51462, 
59.8,-8123.36180,3988.86504,-77.10446,128.37202,-4083.22919,67.41508,66.67019, 
59.9,-8123.36180,3988.73197,-76.91042,128.15770,-4083.38254,67.56843,66.82354, 
60.0,-8123.36180,3988.60608,-76.72252,127.94411,-4083.53412,67.72001,66.97512, 
60.1,-8123.36180,3988.48750,-76.54056,127.73123,-4083.68363,67.86951,67.12463, 
60.2,-8123.36180,3988.37636,-76.36437,127.51905,-4083.83076,68.01664,67.27176, 
60.3,-8123.36180,3988.27206,-76.19380,127.30758,-4083.97596,68.16185,67.41696, 
60.4,-8123.36180,3988.17496,-76.02866,127.09680,-4084.11870,68.30459,67.55970, 
60.5,-8123.36180,3988.08446,-75.86881,126.88672,-4084.25942,68.44531,67.70042, 
60.6,-8123.36180,3988.00069,-75.71408,126.67734,-4084.39785,68.58373,67.83885, 
60.7,-8123.36180,3987.92378,-75.56434,126.46864,-4084.53371,68.71959,67.97471, 
60.8,-8123.36180,3987.85313,-75.41943,126.26064,-4084.66746,68.85335,68.10846, 
60.9,-8123.36180,3987.78911,-75.27923,126.05331,-4084.79860,68.98449,68.23960, 
61.0,-8123.36180,3987.73112,-75.14359,125.84667,-4084.92760,69.11348,68.36860, 
61.1,-8123.36180,3987.67929,-75.01238,125.64070,-4085.05418,69.24007,68.49518, 
61.2,-8123.36180,3987.63375,-74.88547,125.43540,-4085.17811,69.36399,68.61911, 
61.3,-8123.36180,3987.59391,-74.76275,125.23078,-4085.29986,69.48575,68.74086, 
61.4,-8123.36180,3987.56013,-74.64409,125.02682,-4085.41894,69.60483,68.85994, 
61.5,-8123.36180,3987.53183,-74.52939,124.82352,-4085.53583,69.72172,68.97683, 
61.6,-8123.36180,3987.50913,-74.41851,124.62089,-4085.65029,69.83618,69.09129, 
61.7,-8123.36180,3987.49217,-74.31135,124.41891,-4085.76207,69.94795,69.20307, 
61.8,-8123.36180,3987.48036,-74.20779,124.21759,-4085.87165,70.05753,69.31265, 
61.9,-8123.36180,3987.47407,-74.10774,124.01691,-4085.97855,70.16444,69.41955, 
62.0,-8123.36180,3987.47272,-74.01109,123.81688,-4086.08328,70.26916,69.52428, 
62.1,-8123.36180,3987.47644,-73.91774,123.61750,-4086.18559,70.37147,69.62659, 
62.2,-8123.36180,3987.48538,-73.82759,123.41876,-4086.28525,70.47113,69.72625, 
62.3,-8123.36180,3987.49894,-73.74055,123.22066,-4086.38275,70.56863,69.82375, 
62.4,-8123.36180,3987.51752,-73.65652,123.02318,-4086.47762,70.66350,69.91862, 
62.5,-8123.36180,3987.54051,-73.57542,122.82635,-4086.57036,70.75624,70.01136, 
62.6,-8123.36180,3987.56808,-73.49716,122.63014,-4086.66073,70.84662,70.10173, 
62.7,-8123.36180,3987.60036,-73.42164,122.43456,-4086.74852,70.93441,70.18952, 
62.8,-8123.36180,3987.63677,-73.34879,122.23960,-4086.83422,71.02011,70.27522, 
62.9,-8123.36180,3987.67770,-73.27853,122.04525,-4086.91737,71.10325,70.35837, 
63.0,-8123.36180,3987.72258,-73.21078,121.85154,-4086.99846,71.18434,70.43946, 
63.1,-8123.36180,3987.77155,-73.14545,121.65843,-4087.07727,71.26315,70.51827, 
63.2,-8123.36180,3987.82477,-73.08248,121.46593,-4087.15358,71.33947,70.59458, 
63.3,-8123.36180,3987.88165,-73.02179,121.27404,-4087.22790,71.41378,70.66890, 
63.4,-8123.36180,3987.94260,-72.96331,121.08275,-4087.29975,71.48564,70.74075, 
63.5,-8123.36180,3988.00705,-72.90697,120.89207,-4087.36964,71.55553,70.81064, 
63.6,-8123.36180,3988.07515,-72.85271,120.70200,-4087.43736,71.62324,70.87836, 
63.7,-8123.36180,3988.14706,-72.80044,120.51251,-4087.50267,71.68856,70.94367, 
63.8,-8123.36180,3988.22221,-72.75012,120.32362,-4087.56609,71.75198,71.00709, 
63.9,-8123.36180,3988.30100,-72.70168,120.13531,-4087.62716,71.81305,71.06816, 
64.0,-8123.36180,3988.38287,-72.65505,119.94761,-4087.68638,71.87226,71.12738, 
64.1,-8123.36180,3988.46798,-72.61019,119.76048,-4087.74352,71.92941,71.18452, 
64.2,-8123.36180,3988.55626,-72.56703,119.57394,-4087.79862,71.98450,71.23962, 
64.3,-8123.36180,3988.64811,-72.52551,119.38797,-4087.85122,72.03711,71.29222, 
64.4,-8123.36180,3988.74249,-72.48558,119.20259,-4087.90230,72.08819,71.34330, 
64.5,-8123.36180,3988.83981,-72.44719,119.01778,-4087.95140,72.13729,71.39240, 
64.6,-8123.36180,3988.94000,-72.41029,118.83354,-4087.99855,72.18443,71.43955, 
64.7,-8123.36180,3989.04298,-72.37483,118.64988,-4088.04377,72.22965,71.48477, 
64.8,-8123.36180,3989.14917,-72.34075,118.46676,-4088.08661,72.27250,71.52761, 
64.9,-8123.36180,3989.25754,-72.30801,118.28423,-4088.12804,72.31393,71.56904, 
65.0,-8123.36180,3989.36849,-72.27657,118.10226,-4088.16762,72.35350,71.60862, 
65.1,-8123.36180,3989.48198,-72.24638,117.92084,-4088.20536,72.39124,71.64636, 
65.2,-8123.36180,3989.59792,-72.21739,117.73999,-4088.24128,72.42717,71.68228, 
65.3,-8123.36180,3989.71673,-72.18957,117.55967,-4088.27496,72.46085,71.71596, 
65.4,-8123.36180,3989.83741,-72.16287,117.37992,-4088.30734,72.49322,71.74834, 
65.5,-8123.36180,3989.96036,-72.13725,117.20071,-4088.33797,72.52386,71.77897, 
65.6,-8123.36180,3990.08552,-72.11267,117.02206,-4088.36689,72.55277,71.80789, 
65.7,-8123.36180,3990.21284,-72.08910,116.84394,-4088.39411,72.57999,71.83511, 
65.8,-8123.36180,3990.34274,-72.06650,116.66636,-4088.41920,72.60509,71.86020, 
65.9,-8123.36180,3990.47420,-72.04483,116.48933,-4088.44310,72.62899,71.88410, 
66.0,-8123.36180,3990.60765,-72.02407,116.31283,-4088.46538,72.65127,71.90638, 
66.1,-8123.36180,3990.74304,-72.00417,116.13687,-4088.48606,72.67195,71.92706, 
66.2,-8123.36180,3990.88031,-71.98511,115.96144,-4088.50516,72.69105,71.94616, 
66.3,-8123.36180,3991.01988,-71.96686,115.78652,-4088.52225,72.70813,71.96325, 
66.4,-8123.36180,3991.16077,-71.94938,115.61215,-4088.53826,72.72414,71.97926, 
66.5,-8123.36180,3991.30338,-71.93264,115.43830,-4088.55276,72.73864,71.99376, 
66.6,-8123.36180,3991.44768,-71.91662,115.26497,-4088.56577,72.75165,72.00677, 
66.7,-8123.36180,3991.59362,-71.90129,115.09216,-4088.57731,72.76320,72.01831, 
66.8,-8123.36180,3991.74161,-71.88663,114.91986,-4088.58695,72.77284,72.02795, 
66.9,-8123.36180,3991.89069,-71.87260,114.74808,-4088.59562,72.78151,72.03662, 
67.0,-8123.36180,3992.04126,-71.85918,114.57682,-4088.60289,72.78878,72.04389, 
67.1,-8123.36180,3992.19330,-71.84635,114.40606,-4088.60878,72.79467,72.04978, 
67.2,-8123.36180,3992.34675,-71.83409,114.23582,-4088.61331,72.79920,72.05431, 
67.3,-8123.36180,3992.50205,-71.82237,114.06607,-4088.61605,72.80193,72.05705, 
67.4,-8123.36180,3992.65822,-71.81117,113.89683,-4088.61792,72.80380,72.05892, 
67.5,-8123.36180,3992.81568,-71.80048,113.72810,-4088.61849,72.80438,72.05949, 
67.6,-8123.36180,3992.97441,-71.79026,113.55987,-4088.61779,72.80367,72.05879, 
67.7,-8123.36180,3993.13435,-71.78051,113.39213,-4088.61583,72.80171,72.05683, 
67.8,-8123.36180,3993.29595,-71.77120,113.22487,-4088.61218,72.79806,72.05318, 
67.9,-8123.36180,3993.45823,-71.76231,113.05812,-4088.60776,72.79364,72.04876, 
68.0,-8123.36180,3993.62162,-71.75383,112.89186,-4088.60214,72.78803,72.04314, 
68.1,-8123.36180,3993.78610,-71.74575,112.72609,-4088.59535,72.78123,72.03635, 
68.2,-8123.36180,3993.95163,-71.73803,112.56081,-4088.58739,72.77328,72.02839, 
68.3,-8123.36180,3994.11863,-71.73068,112.39599,-4088.57785,72.76373,72.01885, 
68.4,-8123.36180,3994.28616,-71.72366,112.23167,-4088.56763,72.75351,72.00863, 
68.5,-8123.36180,3994.45464,-71.71698,112.06784,-4088.55630,72.74219,71.99730, 
68.6,-8123.36180,3994.62404,-71.71061,111.90447,-4088.54389,72.72978,71.98489, 
68.7,-8123.36180,3994.79434,-71.70455,111.74159,-4088.53041,72.71630,71.97141, 
68.8,-8123.36180,3994.96596,-71.69877,111.57916,-4088.51544,72.70133,71.95644, 
68.9,-8123.36180,3995.13796,-71.69327,111.41722,-4088.49988,72.68577,71.94088, 
69.0,-8123.36180,3995.31077,-71.68803,111.25575,-4088.48330,72.66919,71.92430, 
69.1,-8123.36180,3995.48437,-71.68305,111.09475,-4088.46573,72.65161,71.90673, 
69.2,-8123.36180,3995.65872,-71.67830,110.93421,-4088.44717,72.63306,71.88817, 
69.3,-8123.36180,3995.83426,-71.67379,110.77412,-4088.42721,72.61309,71.86821, 
69.4,-8123.36180,3996.01005,-71.66950,110.61450,-4088.40674,72.59263,71.84774, 
69.5,-8123.36180,3996.18652,-71.66541,110.45535,-4088.38534,72.57122,71.82634, 
69.6,-8123.36180,3996.36366,-71.66153,110.29665,-4088.36302,72.54891,71.80402, 
69.7,-8123.36180,3996.54143,-71.65784,110.13841,-4088.33980,72.52569,71.78080, 
69.8,-8123.36180,3996.72026,-71.65434,109.98061,-4088.31526,72.50115,71.75626, 
69.9,-8123.36180,3996.89924,-71.65101,109.82327,-4088.29030,72.47618,71.73130, 
70.0,-8123.36180,3997.07879,-71.64785,109.66638,-4088.26447,72.45036,71.70547, 
70.1,-8123.36180,3997.25889,-71.64484,109.50994,-4088.23781,72.42370,71.67881, 
70.2,-8123.36180,3997.43951,-71.64199,109.35395,-4088.21033,72.39621,71.65133, 
70.3,-8123.36180,3997.62110,-71.63928,109.19838,-4088.18160,72.36748,71.62260, 
70.4,-8123.36180,3997.80273,-71.63671,109.04327,-4088.15251,72.33840,71.59351, 
70.5,-8123.36180,3997.98483,-71.63428,108.88861,-4088.12264,72.30853,71.56364, 
70.6,-8123.36180,3998.16738,-71.63197,108.73438,-4088.09201,72.27789,71.53301, 
70.7,-8123.36180,3998.35036,-71.62977,108.58058,-4088.06062,72.24651,71.50162, 
70.8,-8123.36180,3998.53421,-71.62769,108.42721,-4088.02807,72.21395,71.46907, 
70.9,-8123.36180,3998.71802,-71.62572,108.27428,-4087.99522,72.18110,71.43622, 
71.0,-8123.36180,3998.90221,-71.62386,108.12178,-4087.96166,72.14755,71.40266, 
71.1,-8123.36180,3999.08676,-71.62209,107.96972,-4087.92740,72.11329,71.36840, 
71.2,-8123.36180,3999.27167,-71.62041,107.81808,-4087.89246,72.07835,71.33346, 
71.3,-8123.36180,3999.45736,-71.61883,107.66685,-4087.85641,72.04230,71.29741, 
71.4,-8123.36180,3999.64292,-71.61732,107.51606,-4087.82014,72.00602,71.26114, 
71.5,-8123.36180,3999.82879,-71.61590,107.36569,-4087.78322,71.96910,71.22422, 
71.6,-8123.36180,4000.01495,-71.61456,107.21574,-4087.74566,71.93154,71.18666, 
71.7,-8123.36180,4000.20139,-71.61328,107.06621,-4087.70748,71.89336,71.14848, 
71.8,-8123.36180,4000.38854,-71.61208,106.91708,-4087.66826,71.85414,71.10926, 
71.9,-8123.36180,4000.57549,-71.61094,106.76838,-4087.62887,71.81475,71.06987, 
72.0,-8123.36180,4000.76268,-71.60986,106.62009,-4087.58889,71.77477,71.02989, 
72.1,-8123.36180,4000.95009,-71.60884,106.47222,-4087.54833,71.73422,70.98933, 
72.2,-8123.36180,4001.13772,-71.60788,106.32475,-4087.50721,71.69309,70.94821, 
72.3,-8123.36180,4001.32598,-71.60697,106.17768,-4087.46510,71.65099,70.90610, 
72.4,-8123.36180,4001.51400,-71.60611,106.03103,-4087.42288,71.60877,70.86388, 
72.5,-8123.36180,4001.70219,-71.60530,105.88478,-4087.38013,71.56602,70.82113, 
72.6,-8123.36180,4001.89054,-71.60454,105.73894,-4087.33685,71.52274,70.77785, 
72.7,-8123.36180,4002.07905,-71.60381,105.59349,-4087.29307,71.47895,70.73407, 
72.8,-8123.36180,4002.26814,-71.60313,105.44844,-4087.24835,71.43424,70.68935, 
72.9,-8123.36180,4002.45692,-71.60249,105.30379,-4087.20357,71.38945,70.64457, 
73.0,-8123.36180,4002.64583,-71.60188,105.15954,-4087.15830,71.34419,70.59930, 
73.1,-8123.36180,4002.83485,-71.60131,105.01569,-4087.11257,71.29845,70.55357, 
73.2,-8123.36180,4003.02397,-71.60077,104.87223,-4087.06637,71.25225,70.50737, 
73.3,-8123.36180,4003.21362,-71.60026,104.72915,-4087.01929,71.20518,70.46029, 
73.4,-8123.36180,4003.40292,-71.59978,104.58647,-4086.97220,71.15808,70.41320, 
73.5,-8123.36180,4003.59229,-71.59933,104.44417,-4086.92466,71.11055,70.36566, 
73.6,-8123.36180,4003.78173,-71.59890,104.30227,-4086.87670,71.06259,70.31770, 
73.7,-8123.36180,4003.97122,-71.59850,104.16075,-4086.82833,71.01421,70.26933, 
73.8,-8123.36180,4004.16120,-71.59812,104.01960,-4086.77913,70.96501,70.22013, 
73.9,-8123.36180,4004.35078,-71.59777,103.87884,-4086.72994,70.91583,70.17094, 
74.0,-8123.36180,4004.54040,-71.59744,103.73847,-4086.68037,70.86625,70.12137, 
74.1,-8123.36180,4004.73004,-71.59712,103.59847,-4086.63041,70.81629,70.07141, 
74.2,-8123.36180,4004.91969,-71.59682,103.45885,-4086.58007,70.76596,70.02107, 
74.3,-8123.36180,4005.10978,-71.59655,103.31960,-4086.52896,70.71484,69.96996, 
74.4,-8123.36180,4005.29945,-71.59628,103.18073,-4086.47790,70.66378,69.91890, 
74.5,-8123.36180,4005.48911,-71.59604,103.04224,-4086.42649,70.61237,69.86749, 
74.6,-8123.36180,4005.67876,-71.59581,102.90411,-4086.37473,70.56062,69.81573, 
74.7,-8123.36180,4005.86838,-71.59559,102.76636,-4086.32264,70.50853,69.76364, 
74.8,-8123.36180,4006.05841,-71.59539,102.62896,-4086.26981,70.45570,69.71081, 
74.9,-8123.36180,4006.24798,-71.59519,102.49194,-4086.21707,70.40296,69.65807, 
75.0,-8123.36180,4006.43750,-71.59501,102.35529,-4086.16402,70.34990,69.60502, 
75.1,-8123.36180,4006.62699,-71.59485,102.21900,-4086.11066,70.29654,69.55166, 
75.2,-8123.36180,4006.81642,-71.59469,102.08307,-4086.05700,70.24288,69.49800, 
75.3,-8123.36180,4007.00621,-71.59454,101.94750,-4086.00263,70.18852,69.44363, 
75.4,-8123.36180,4007.19551,-71.59440,101.81229,-4085.94839,70.13428,69.38939, 
75.5,-8123.36180,4007.38475,-71.59427,101.67744,-4085.89387,70.07976,69.33487, 
75.6,-8123.36180,4007.57391,-71.59415,101.54295,-4085.83908,70.02496,69.28008, 
75.7,-8123.36180,4007.76300,-71.59403,101.40881,-4085.78402,69.96990,69.22502, 
75.8,-8123.36180,4007.95241,-71.59392,101.27502,-4085.72829,69.91418,69.16929, 
75.9,-8123.36180,4008.14131,-71.59382,101.14159,-4085.67272,69.85860,69.11372, 
76.0,-8123.36180,4008.33012,-71.59373,101.00851,-4085.61690,69.80278,69.05790, 
76.1,-8123.36180,4008.51882,-71.59364,100.87578,-4085.56083,69.74672,69.00183, 
76.2,-8123.36180,4008.70742,-71.59356,100.74340,-4085.50454,69.69042,68.94554, 
76.3,-8123.36180,4008.89632,-71.59348,100.61136,-4085.44760,69.63349,68.88860, 
76.4,-8123.36180,4009.08468,-71.59341,100.47967,-4085.39085,69.57674,68.83185, 
76.5,-8123.36180,4009.27293,-71.59334,100.34832,-4085.33388,69.51977,68.77488, 
76.6,-8123.36180,4009.46105,-71.59327,100.21732,-4085.27670,69.46259,68.71770, 
76.7,-8123.36180,4009.64904,-71.59321,100.08666,-4085.21931,69.40520,68.66031, 
76.8,-8123.36180,4009.83730,-71.59316,99.95633,-4085.16132,69.34720,68.60232, 
76.9,-8123.36180,4010.02502,-71.59311,99.82635,-4085.10353,69.28942,68.54453, 
77.0,-8123.36180,4010.21258,-71.59306,99.69671,-4085.04556,69.23144,68.48656, 
77.1,-8123.36180,4010.40000,-71.59301,99.56740,-4084.98740,69.17328,68.42840, 
77.2,-8123.36180,4010.58727,-71.59297,99.43843,-4084.92906,69.11495,68.37006, 
77.3,-8123.36180,4010.77479,-71.59293,99.30979,-4084.87015,69.05603,68.31115, 
77.4,-8123.36180,4010.96174,-71.59289,99.18148,-4084.81146,68.99735,68.25246, 
77.5,-8123.36180,4011.14853,-71.59286,99.05351,-4084.75262,68.93850,68.19362, 
77.6,-8123.36180,4011.33515,-71.59283,98.92586,-4084.69361,68.87950,68.13461, 
77.7,-8123.36180,4011.52159,-71.59280,98.79855,-4084.63445,68.82034,68.07545, 
77.8,-8123.36180,4011.70827,-71.59277,98.67155,-4084.57475,68.76063,68.01575, 
77.9,-8123.36180,4011.89436,-71.59274,98.54489,-4084.51530,68.70118,67.95630, 
78.0,-8123.36180,4012.08026,-71.59272,98.41855,-4084.45571,68.64159,67.89671, 
78.1,-8123.36180,4012.26597,-71.59269,98.29253,-4084.39598,68.58187,67.83698, 
78.2,-8123.36180,4012.45150,-71.59267,98.16684,-4084.33613,68.52201,67.77713, 
78.3,-8123.36180,4012.63723,-71.59265,98.04146,-4084.27575,68.46164,67.71675, 
78.4,-8123.36180,4012.82236,-71.59264,97.91641,-4084.21566,68.40154,67.65666, 
78.5,-8123.36180,4013.00729,-71.59262,97.79168,-4084.15544,68.34133,67.59644, 
78.6,-8123.36180,4013.19202,-71.59260,97.66726,-4084.09512,68.28100,67.53612, 
78.7,-8123.36180,4013.37653,-71.59259,97.54316,-4084.03469,68.22057,67.47569, 
78.8,-8123.36180,4013.56123,-71.59257,97.41937,-4083.97376,68.15965,67.41476, 
78.9,-8123.36180,4013.74532,-71.59256,97.29590,-4083.91314,68.09902,67.35414, 
79.0,-8123.36180,4013.92918,-71.59255,97.17274,-4083.85242,68.03830,67.29342, 
79.1,-8123.36180,4014.11283,-71.59254,97.04990,-4083.79161,67.97750,67.23261, 
79.2,-8123.36180,4014.29624,-71.59253,96.92736,-4083.73072,67.91660,67.17172, 
79.3,-8123.36180,4014.47983,-71.59252,96.80513,-4083.66936,67.85524,67.11036, 
79.4,-8123.36180,4014.66278,-71.59251,96.68321,-4083.60832,67.79420,67.04932, 
