Lz,Self Energy,Reciprocal Energy,Real Energy,J(M S),Total,Error(cpp),Error(lammps)
37.0,-4874.01708,937.16213,-860.85455,1299.21812,-3498.49138,0.08955,0.12832, 
37.1,-4874.01708,940.62199,-860.85455,1295.71624,-3498.53339,0.13157,0.08631, 
37.2,-4874.01708,944.06145,-860.85454,1292.23305,-3498.57711,0.17529,0.04259, 
37.3,-4874.01708,947.48013,-860.85453,1288.76867,-3498.62280,0.22098,0.00310, 
37.4,-4874.01708,950.87859,-860.85453,1285.32269,-3498.67033,0.26850,0.05063, 
37.5,-4874.01708,954.25645,-860.85452,1281.89521,-3498.71994,0.31811,0.10024, 
37.6,-4874.01708,957.61404,-860.85452,1278.48597,-3498.77159,0.36977,0.15189, 
37.7,-4874.01708,960.95166,-860.85452,1275.09468,-3498.82525,0.42343,0.20555, 
37.8,-4874.01708,964.26897,-860.85451,1271.72147,-3498.88115,0.47933,0.26145, 
37.9,-4874.01708,967.56651,-860.85451,1268.36593,-3498.93916,0.53733,0.31946, 
38.0,-4874.01708,970.84392,-860.85451,1265.02817,-3498.99950,0.59767,0.37980, 
38.1,-4874.01708,974.10153,-860.85451,1261.70794,-3499.06212,0.66029,0.44242, 
38.2,-4874.01708,977.33967,-860.85451,1258.40496,-3499.12696,0.72513,0.50726, 
38.3,-4874.01708,980.55798,-860.85451,1255.11936,-3499.19424,0.79242,0.57454, 
38.4,-4874.01708,983.75702,-860.85451,1251.85074,-3499.26381,0.86199,0.64411, 
38.5,-4874.01708,986.93646,-860.85450,1248.59923,-3499.33589,0.93406,0.71619, 
38.6,-4874.01708,990.09663,-860.85450,1245.36457,-3499.41038,1.00856,0.79068, 
38.7,-4874.01708,993.23786,-860.85450,1242.14650,-3499.48722,1.08540,0.86752, 
38.8,-4874.01708,996.35982,-860.85450,1238.94514,-3499.56662,1.16479,0.94692, 
38.9,-4874.01708,999.46309,-860.85450,1235.76012,-3499.64838,1.24655,1.02868, 
39.0,-4874.01708,1002.54733,-860.85450,1232.59155,-3499.73270,1.33087,1.11300, 
39.1,-4874.01708,1005.61290,-860.85450,1229.43919,-3499.81949,1.41766,1.19979, 
39.2,-4874.01708,1008.66014,-860.85450,1226.30280,-3499.90864,1.50682,1.28894, 
39.3,-4874.01708,1011.68876,-860.85450,1223.18248,-3500.00034,1.59852,1.38064, 
39.4,-4874.01708,1014.69931,-860.85450,1220.07788,-3500.09438,1.69256,1.47468, 
39.5,-4874.01708,1017.69151,-860.85450,1216.98913,-3500.19094,1.78912,1.57124, 
39.6,-4874.01708,1020.66572,-860.85450,1213.91597,-3500.28989,1.88807,1.67019, 
39.7,-4874.01708,1023.62228,-860.85450,1210.85818,-3500.39112,1.98930,1.77142, 
39.8,-4874.01708,1026.56094,-860.85450,1207.81586,-3500.49478,2.09295,1.87508, 
39.9,-4874.01708,1029.48225,-860.85450,1204.78869,-3500.60064,2.19882,1.98094, 
40.0,-4874.01708,1032.38596,-860.85450,1201.77676,-3500.70886,2.30703,2.08916, 
40.1,-4874.01708,1035.27244,-860.85450,1198.77986,-3500.81928,2.41746,2.19958, 
40.2,-4874.01708,1038.14205,-860.85450,1195.79775,-3500.93178,2.52996,2.31208, 
40.3,-4874.01708,1040.99454,-860.85450,1192.83056,-3501.04648,2.64466,2.42678, 
40.4,-4874.01708,1043.83050,-860.85450,1189.87794,-3501.16315,2.76132,2.54345, 
40.5,-4874.01708,1046.64967,-860.85450,1186.94001,-3501.28189,2.88007,2.66219, 
40.6,-4874.01708,1049.45246,-860.85450,1184.01656,-3501.40256,3.00074,2.78286, 
40.7,-4874.01708,1052.23922,-860.85450,1181.10736,-3501.52500,3.12317,2.90530, 
40.8,-4874.01708,1055.00974,-860.85450,1178.21253,-3501.64931,3.24748,3.02961, 
40.9,-4874.01708,1057.76460,-860.85450,1175.33175,-3501.77523,3.37341,3.15553, 
41.0,-4874.01708,1060.50357,-860.85450,1172.46513,-3501.90287,3.50105,3.28317, 
41.1,-4874.01708,1063.22705,-860.85450,1169.61246,-3502.03206,3.63024,3.41236, 
41.2,-4874.01708,1065.93543,-860.85450,1166.77353,-3502.16261,3.76079,3.54291, 
41.3,-4874.01708,1068.62849,-860.85450,1163.94846,-3502.29463,3.89280,3.67493, 
41.4,-4874.01708,1071.30683,-860.85450,1161.13693,-3502.42782,4.02600,3.80812, 
41.5,-4874.01708,1073.97023,-860.85450,1158.33905,-3502.56230,4.16048,3.94260, 
41.6,-4874.01708,1076.61909,-860.85450,1155.55462,-3502.69786,4.29604,4.07816, 
41.7,-4874.01708,1079.25381,-860.85450,1152.78344,-3502.83432,4.43250,4.21462, 
41.8,-4874.01708,1081.87418,-860.85450,1150.02563,-3502.97176,4.56994,4.35206, 
41.9,-4874.01708,1084.48080,-860.85450,1147.28088,-3503.10990,4.70808,4.49020, 
42.0,-4874.01708,1087.07347,-860.85450,1144.54930,-3503.24881,4.84698,4.62911, 
42.1,-4874.01708,1089.65259,-860.85450,1141.83069,-3503.38829,4.98647,4.76859, 
42.2,-4874.01708,1092.21855,-860.85450,1139.12487,-3503.52816,5.12634,4.90846, 
42.3,-4874.01708,1094.77115,-860.85450,1136.43195,-3503.66848,5.26666,5.04878, 
42.4,-4874.01708,1097.31099,-860.85450,1133.75162,-3503.80896,5.40714,5.18926, 
42.5,-4874.01708,1099.83788,-860.85450,1131.08401,-3503.94969,5.54786,5.32999, 
42.6,-4874.01708,1102.35221,-860.85450,1128.42893,-3504.09045,5.68862,5.47075, 
42.7,-4874.01708,1104.85436,-860.85450,1125.78617,-3504.23104,5.82922,5.61134, 
42.8,-4874.01708,1107.34416,-860.85450,1123.15587,-3504.37155,5.96973,5.75185, 
42.9,-4874.01708,1109.82217,-860.85450,1120.53773,-3504.51167,6.10985,5.89197, 
43.0,-4874.01708,1112.28821,-860.85450,1117.93187,-3504.65149,6.24967,6.03179, 
43.1,-4874.01708,1114.74267,-860.85450,1115.33810,-3504.79080,6.38898,6.17110, 
43.2,-4874.01708,1117.18593,-860.85450,1112.75624,-3504.92941,6.52758,6.30971, 
43.3,-4874.01708,1119.61779,-860.85450,1110.18641,-3505.06738,6.66556,6.44768, 
43.4,-4874.01708,1122.03883,-860.85450,1107.62831,-3505.20444,6.80261,6.58474, 
43.5,-4874.01708,1124.44885,-860.85450,1105.08208,-3505.34065,6.93883,6.72095, 
43.6,-4874.01708,1126.84821,-860.85450,1102.54753,-3505.47584,7.07401,6.85614, 
43.7,-4874.01708,1129.23731,-860.85450,1100.02448,-3505.60979,7.20797,6.99009, 
43.8,-4874.01708,1131.61592,-860.85450,1097.51304,-3505.74261,7.34079,7.12291, 
43.9,-4874.01708,1133.98462,-860.85450,1095.01296,-3505.87401,7.47218,7.25431, 
44.0,-4874.01708,1136.34318,-860.85450,1092.52433,-3506.00407,7.60224,7.38437, 
44.1,-4874.01708,1138.69198,-860.85450,1090.04699,-3506.13261,7.73079,7.51291, 
44.2,-4874.01708,1141.03137,-860.85450,1087.58076,-3506.25945,7.85763,7.63975, 
44.3,-4874.01708,1143.36112,-860.85450,1085.12576,-3506.38469,7.98287,7.76499, 
44.4,-4874.01708,1145.68179,-860.85450,1082.68173,-3506.50805,8.10623,7.88835, 
44.5,-4874.01708,1147.99316,-860.85450,1080.24878,-3506.62965,8.22783,8.00995, 
44.6,-4874.01708,1150.29555,-860.85450,1077.82673,-3506.74930,8.34748,8.12960, 
44.7,-4874.01708,1152.58931,-860.85450,1075.41543,-3506.86684,8.46501,8.24714, 
44.8,-4874.01708,1154.87422,-860.85450,1073.01498,-3506.98237,8.58055,8.36267, 
44.9,-4874.01708,1157.15078,-860.85450,1070.62514,-3507.09565,8.69383,8.47595, 
45.0,-4874.01708,1159.41877,-860.85450,1068.24601,-3507.20680,8.80497,8.58710, 
45.1,-4874.01708,1161.67850,-860.85450,1065.87743,-3507.31565,8.91382,8.69595, 
45.2,-4874.01708,1163.93029,-860.85450,1063.51924,-3507.42205,9.02023,8.80235, 
45.3,-4874.01708,1166.17389,-860.85450,1061.17155,-3507.52613,9.12431,8.90643, 
45.4,-4874.01708,1168.40980,-860.85450,1058.83412,-3507.62766,9.22584,9.00796, 
45.5,-4874.01708,1170.63776,-860.85450,1056.50704,-3507.72677,9.32495,9.10707, 
45.6,-4874.01708,1172.85808,-860.85450,1054.19018,-3507.82332,9.42150,9.20362, 
45.7,-4874.01708,1175.07103,-860.85450,1051.88336,-3507.91718,9.51536,9.29748, 
45.8,-4874.01708,1177.27637,-860.85450,1049.58671,-3508.00849,9.60667,9.38879, 
45.9,-4874.01708,1179.47456,-860.85450,1047.29998,-3508.09704,9.69522,9.47734, 
46.0,-4874.01708,1181.66533,-860.85450,1045.02327,-3508.18298,9.78115,9.56328, 
46.1,-4874.01708,1183.84895,-860.85450,1042.75644,-3508.26618,9.86436,9.64648, 
46.2,-4874.01708,1186.02570,-860.85450,1040.49934,-3508.34654,9.94472,9.72684, 
46.3,-4874.01708,1188.19528,-860.85450,1038.25208,-3508.42422,10.02239,9.80452, 
46.4,-4874.01708,1190.35815,-860.85450,1036.01442,-3508.49901,10.09719,9.87931, 
46.5,-4874.01708,1192.51401,-860.85450,1033.78646,-3508.57110,10.16928,9.95140, 
46.6,-4874.01708,1194.66312,-860.85450,1031.56807,-3508.64039,10.23856,10.02069, 
46.7,-4874.01708,1196.80572,-860.85450,1029.35909,-3508.70676,10.30494,10.08706, 
46.8,-4874.01708,1198.94152,-860.85450,1027.15964,-3508.77042,10.36859,10.15072, 
46.9,-4874.01708,1201.07092,-860.85450,1024.96949,-3508.83117,10.42935,10.21147, 
47.0,-4874.01708,1203.19363,-860.85450,1022.78873,-3508.88921,10.48739,10.26951, 
47.1,-4874.01708,1205.30987,-860.85450,1020.61724,-3508.94447,10.54264,10.32477, 
47.2,-4874.01708,1207.41987,-860.85450,1018.45487,-3508.99684,10.59502,10.37714, 
47.3,-4874.01708,1209.52331,-860.85450,1016.30172,-3509.04656,10.64473,10.42686, 
47.4,-4874.01708,1211.62057,-860.85450,1014.15757,-3509.09343,10.69161,10.47373, 
47.5,-4874.01708,1213.71136,-860.85450,1012.02254,-3509.13769,10.73586,10.51799, 
47.6,-4874.01708,1215.79585,-860.85450,1009.89647,-3509.17925,10.77743,10.55955, 
47.7,-4874.01708,1217.87427,-860.85450,1007.77924,-3509.21807,10.81624,10.59837, 
47.8,-4874.01708,1219.94628,-860.85450,1005.67095,-3509.25435,10.85253,10.63465, 
47.9,-4874.01708,1222.01225,-860.85450,1003.57138,-3509.28795,10.88613,10.66825, 
48.0,-4874.01708,1224.07185,-860.85450,1001.48064,-3509.31910,10.91727,10.69940, 
48.1,-4874.01708,1226.12525,-860.85450,999.39859,-3509.34774,10.94592,10.72804, 
48.2,-4874.01708,1228.17265,-860.85450,997.32510,-3509.37383,10.97200,10.75413, 
48.3,-4874.01708,1230.21371,-860.85450,995.26027,-3509.39760,10.99577,10.77790, 
48.4,-4874.01708,1232.24876,-860.85450,993.20390,-3509.41891,11.01709,10.79921, 
48.5,-4874.01708,1234.27747,-860.85450,991.15609,-3509.43801,11.03619,10.81831, 
48.6,-4874.01708,1236.30001,-860.85450,989.11671,-3509.45487,11.05304,10.83517, 
48.7,-4874.01708,1238.31653,-860.85450,987.08562,-3509.46943,11.06760,10.84973, 
48.8,-4874.01708,1240.32669,-860.85450,985.06294,-3509.48195,11.08013,10.86225, 
48.9,-4874.01708,1242.33083,-860.85450,983.04845,-3509.49231,11.09048,10.87261, 
49.0,-4874.01708,1244.32857,-860.85450,981.04226,-3509.50075,11.09893,10.88105, 
49.1,-4874.01708,1246.32009,-860.85450,979.04424,-3509.50726,11.10543,10.88756, 
49.2,-4874.01708,1248.30552,-860.85450,977.05426,-3509.51179,11.10997,10.89209, 
49.3,-4874.01708,1250.28452,-860.85450,975.07244,-3509.51462,11.11280,10.89492, 
49.4,-4874.01708,1252.25739,-860.85450,973.09856,-3509.51562,11.11380,10.89592, 
49.5,-4874.01708,1254.22378,-860.85450,971.13274,-3509.51506,11.11324,10.89536, 
49.6,-4874.01708,1256.18382,-860.85450,969.17484,-3509.51292,11.11109,10.89322, 
49.7,-4874.01708,1258.13767,-860.85450,967.22474,-3509.50916,11.10734,10.88946, 
49.8,-4874.01708,1260.08495,-860.85450,965.28255,-3509.50408,11.10225,10.88438, 
49.9,-4874.01708,1262.02597,-860.85450,963.34808,-3509.49754,11.09571,10.87784, 
50.0,-4874.01708,1263.96035,-860.85450,961.42141,-3509.48982,11.08799,10.87012, 
50.1,-4874.01708,1265.88825,-860.85450,959.50243,-3509.48090,11.07908,10.86120, 
50.2,-4874.01708,1267.80978,-860.85450,957.59103,-3509.47077,11.06894,10.85107, 
50.3,-4874.01708,1269.72458,-860.85450,955.68730,-3509.45969,11.05787,10.83999, 
50.4,-4874.01708,1271.63296,-860.85450,953.79105,-3509.44757,11.04575,10.82787, 
50.5,-4874.01708,1273.53452,-860.85450,951.90239,-3509.43467,11.03285,10.81497, 
50.6,-4874.01708,1275.42942,-860.85450,950.02118,-3509.42098,11.01915,10.80128, 
50.7,-4874.01708,1277.31777,-860.85450,948.14733,-3509.40647,11.00465,10.78677, 
50.8,-4874.01708,1279.19921,-860.85450,946.28093,-3509.39144,10.98962,10.77174, 
50.9,-4874.01708,1281.07402,-860.85450,944.42179,-3509.37577,10.97395,10.75607, 
51.0,-4874.01708,1282.94184,-860.85450,942.57001,-3509.35973,10.95790,10.74003, 
51.1,-4874.01708,1284.80280,-860.85450,940.72548,-3509.34330,10.94148,10.72360, 
51.2,-4874.01708,1286.65701,-860.85450,938.88808,-3509.32648,10.92466,10.70678, 
51.3,-4874.01708,1288.50412,-860.85450,937.05792,-3509.30954,10.90772,10.68984, 
51.4,-4874.01708,1290.34441,-860.85450,935.23481,-3509.29237,10.89054,10.67267, 
51.5,-4874.01708,1292.17751,-860.85450,933.41884,-3509.27523,10.87341,10.65553, 
51.6,-4874.01708,1294.00354,-860.85450,931.60992,-3509.25811,10.85629,10.63841, 
51.7,-4874.01708,1295.82265,-860.85450,929.80793,-3509.24100,10.83918,10.62130, 
51.8,-4874.01708,1297.63445,-860.85450,928.01296,-3509.22417,10.82235,10.60447, 
51.9,-4874.01708,1299.43925,-860.85450,926.22484,-3509.20749,10.80567,10.58779, 
52.0,-4874.01708,1301.23667,-860.85450,924.44366,-3509.19125,10.78943,10.57155, 
52.1,-4874.01708,1303.02684,-860.85450,922.66933,-3509.17541,10.77359,10.55571, 
52.2,-4874.01708,1304.80989,-860.85450,920.90172,-3509.15996,10.75814,10.54026, 
52.3,-4874.01708,1306.58547,-860.85450,919.14094,-3509.14517,10.74334,10.52547, 
52.4,-4874.01708,1308.35386,-860.85450,917.38681,-3509.13090,10.72908,10.51120, 
52.5,-4874.01708,1310.11471,-860.85450,915.63944,-3509.11743,10.71561,10.49773, 
52.6,-4874.01708,1311.86814,-860.85450,913.89871,-3509.10473,10.70291,10.48503, 
52.7,-4874.01708,1313.61429,-860.85450,912.16451,-3509.09278,10.69095,10.47308, 
52.8,-4874.01708,1315.35281,-860.85450,910.43695,-3509.08182,10.67999,10.46212, 
52.9,-4874.01708,1317.08399,-860.85450,908.71586,-3509.07173,10.66991,10.45203, 
53.0,-4874.01708,1318.80748,-860.85450,907.00133,-3509.06277,10.66095,10.44307, 
53.1,-4874.01708,1320.52341,-860.85450,905.29326,-3509.05491,10.65309,10.43521, 
53.2,-4874.01708,1322.23194,-860.85450,903.59154,-3509.04811,10.64628,10.42841, 
53.3,-4874.01708,1323.93270,-860.85450,901.89627,-3509.04261,10.64079,10.42291, 
53.4,-4874.01708,1325.62600,-860.85450,900.20729,-3509.03829,10.63647,10.41859, 
53.5,-4874.01708,1327.31150,-860.85450,898.52468,-3509.03540,10.63357,10.41570, 
53.6,-4874.01708,1328.98934,-860.85450,896.84836,-3509.03388,10.63206,10.41418, 
53.7,-4874.01708,1330.65967,-860.85450,895.17821,-3509.03370,10.63188,10.41400, 
53.8,-4874.01708,1332.32214,-860.85450,893.51433,-3509.03510,10.63328,10.41540, 
53.9,-4874.01708,1333.97707,-860.85450,891.85657,-3509.03794,10.63612,10.41824, 
54.0,-4874.01708,1335.62412,-860.85450,890.20501,-3509.04245,10.64062,10.42275, 
54.1,-4874.01708,1337.26345,-860.85450,888.55955,-3509.04857,10.64675,10.42887, 
54.2,-4874.01708,1338.89520,-860.85450,886.92011,-3509.05627,10.65445,10.43657, 
