# of Threads,Self,,Reciprocal,,Real
2,159903.68240,1.42016563,-65864.72977,19.27437353, 
,159903.68240,1.31320819,-65864.72977,18.89331427, 
,159903.68240,1.31500335,-65864.72977,19.05186863, 
,159903.68240,1.29928909,-65864.72977,18.96194072, 
,159903.68240,1.31767565,-65864.72977,18.89497945, 
 
 
3,159903.68240,0.92625338,-65864.72976,13.12332963, 
,159903.68240,0.91633788,-65864.72976,13.10865687, 
,159903.68240,0.93089110,-65864.72976,13.10271330, 
,159903.68240,0.90881512,-65864.72976,13.10226898, 
,159903.68240,0.90994181,-65864.72976,13.10971231, 
 
 
4,159903.68240,0.70695658,-65864.72976,9.95704539, 
,159903.68240,0.69461057,-65864.72976,9.91489915, 
,159903.68240,0.69097254,-65864.72976,9.90198182, 
,159903.68240,0.69547816,-65864.72976,9.90252548, 
,159903.68240,0.69402798,-65864.72976,9.89232304, 
 
 
5,159903.68240,0.61032807,-65864.72976,8.43012198, 
,159903.68240,0.60162282,-65864.72976,8.42396706, 
,159903.68240,0.59464762,-65864.72976,8.42341610, 
,159903.68240,0.59509433,-65864.72976,8.42602945, 
,159903.68240,0.58972376,-65864.72976,8.42368751, 
 
 
6,159903.68240,0.51007840,-65864.72977,7.02939500, 
,159903.68240,0.49317389,-65864.72977,7.03942806, 
,159903.68240,0.49782950,-65864.72977,7.02415453, 
,159903.68240,0.49635978,-65864.72977,7.02620939, 
,159903.68240,0.49701256,-65864.72977,7.04107449, 
 
 
7,159903.68240,0.61091201,-65864.72977,6.58836521, 
,159903.68240,0.60919431,-65864.72977,6.61417496, 
,159903.68240,0.63722341,-65864.72977,6.58126152, 
,159903.68240,0.60960155,-65864.72977,6.57335206, 
,159903.68240,0.60841529,-65864.72977,6.65537631, 
 
 
8,159903.68240,0.54850987,-65864.72977,6.18947208, 
,159903.68240,0.54956619,-65864.72977,6.18423867, 
,159903.68240,0.56903778,-65864.72977,6.46714286, 
,159903.68240,0.57115431,-65864.72976,6.46767894, 
,159903.68240,0.57209486,-65864.72977,6.46686454, 
 
 
9,159903.68240,0.52030522,-65864.72977,5.84429378, 
,159903.68240,0.48858528,-65864.72977,6.01158912, 
,159903.68240,0.52045933,-65864.72976,6.17712628, 
,159903.68240,0.52035936,-65864.72977,6.16484052, 
,159903.68240,0.52177548,-65864.72976,6.16960788, 
 
 
10,159903.68240,0.44462651,-65864.72977,5.52943090, 
,159903.68240,0.44298442,-65864.72977,5.79457664, 
,159903.68240,0.48105627,-65864.72976,5.96672565, 
,159903.68240,0.49512951,-65864.72976,6.06224235, 
,159903.68240,0.49194246,-65864.72977,5.94312080, 
 
 
11,159903.68240,0.40623783,-65864.72976,5.25508506, 
,159903.68240,0.41254389,-65864.72976,5.76592391, 
,159903.68240,0.45632160,-65864.72977,5.77042684, 
,159903.68240,0.46311168,-65864.72976,5.79089265, 
,159903.68240,0.45048688,-65864.72976,5.75115245, 
 
 
12,159903.68240,0.40818687,-65864.72976,5.01042706, 
,159903.68240,0.46085420,-65864.72976,5.33215326, 
,159903.68240,0.42127720,-65864.72976,5.48888797, 
,159903.68240,0.42243972,-65864.72976,5.50045112, 
,159903.68240,0.41993917,-65864.72976,5.48022590, 
 
 
13,159903.68240,0.82151731,-65864.72976,5.00982198, 
,159903.68240,0.83674627,-65864.72976,5.15558000, 
,159903.68240,1.00822845,-65864.72976,5.27430182, 
,159903.68240,0.61395145,-65864.72976,5.47690272, 
,159903.68240,1.03970644,-65864.72976,5.23437394, 
 
 
14,159903.68240,0.63620501,-65864.72976,5.00818572, 
,159903.68240,0.88412921,-65864.72976,5.21045221, 
,159903.68240,0.68655356,-65864.72976,5.44773874, 
,159903.68240,0.70717871,-65864.72977,5.42122827, 
,159903.68240,1.11815511,-65864.72977,5.19572970, 
 
 
15,159903.68240,0.66758842,-65864.72976,5.08429519, 
,159903.68240,0.93971050,-65864.72977,5.22368442, 
,159903.68240,0.65120184,-65864.72976,5.48024010, 
,159903.68240,1.04727338,-65864.72977,5.40346058, 
,159903.68240,0.65477202,-65864.72977,5.61587162, 
 
 
16,159903.68240,1.01115826,-65864.72976,5.09857856, 
,159903.68240,0.80762416,-65864.72977,5.17679120, 
,159903.68240,0.62632502,-65864.72977,5.52123143, 
,159903.68240,0.96195720,-65864.72977,5.30928964, 
,159903.68240,0.83526400,-65864.72976,5.38615721, 
 
 
17,159903.68240,0.82645038,-65864.72977,5.04666636, 
,159903.68240,0.78701159,-65864.72977,5.10913504, 
,159903.68240,0.85296224,-65864.72977,5.45093954, 
,159903.68240,0.73114295,-65864.72976,5.46868740, 
,159903.68240,0.86225329,-65864.72977,5.51831279, 
 
 
18,159903.68240,0.63912380,-65864.72977,5.07654571, 
,159903.68240,0.65414553,-65864.72976,5.49767228, 
,159903.68240,0.73620392,-65864.72977,5.53203629, 
,159903.68240,0.66335578,-65864.72976,5.48743367, 
,159903.68240,0.68037032,-65864.72977,5.48700559, 
 
 
19,159903.68240,0.63866253,-65864.72977,5.02260128, 
,159903.68240,0.63603137,-65864.72977,5.36953019, 
,159903.68240,0.64235866,-65864.72977,5.50212579, 
,159903.68240,0.62267597,-65864.72977,5.49744068, 
,159903.68240,0.62374753,-65864.72977,5.49520220, 
 
 
20,159903.68240,0.64662069,-65864.72976,4.99804006, 
,159903.68240,0.59681063,-65864.72977,5.37587085, 
,159903.68240,0.62031912,-65864.72977,5.49446939, 
,159903.68240,0.60835329,-65864.72977,5.49743390, 
,159903.68240,0.61680038,-65864.72977,5.49602916, 
 
 
21,159903.68240,0.58650222,-65864.72977,5.00077645, 
,159903.68240,0.59035536,-65864.72977,5.44078090, 
,159903.68240,0.63964897,-65864.72977,5.55184165, 
,159903.68240,0.63830612,-65864.72977,5.51571154, 
,159903.68240,0.59924477,-65864.72977,5.51467324, 
 
 
22,159903.68240,0.62017764,-65864.72977,5.03125888, 
,159903.68240,0.56863422,-65864.72977,5.42972055, 
,159903.68240,0.58896689,-65864.72977,5.49919416, 
,159903.68240,0.59284764,-65864.72977,5.52447740, 
,159903.68240,0.58612536,-65864.72977,5.51116847, 
 
 
23,159903.68240,0.58434631,-65864.72977,5.04614064, 
,159903.68240,0.58705450,-65864.72977,5.41401771, 
,159903.68240,0.57236247,-65864.72977,5.50630371, 
,159903.68240,0.58454223,-65864.72977,5.51975387, 
,159903.68240,0.58258375,-65864.72977,5.49719011, 
 
 
24,159903.68240,0.60221484,-65864.72977,5.02374296, 
,159903.68240,0.56776907,-65864.72977,5.41504091, 
,159903.68240,0.58491755,-65864.72977,5.51992356, 
,159903.68240,0.58005152,-65864.72977,5.51063287, 
,159903.68240,0.58349716,-65864.72977,5.53399125, 
 
 
