# of Threads,,Reciprocal,,Real
2,85382.60413,0.23830085,-20156.39858,0.60709634, 
,85382.60413,0.23876562,-20156.39858,0.61187627, 
,85382.60413,0.23785411,-20156.39858,0.57756188, 
,85382.60413,0.23458802,-20156.39858,0.61062138, 
,85382.60413,0.23718432,-20156.39858,0.61056921, 
 
 
3,85382.60413,0.16453455,-20156.39858,0.42313210, 
,85382.60413,0.17237729,-20156.39858,0.42217012, 
,85382.60413,0.16428757,-20156.39858,0.42328932, 
,85382.60413,0.17304561,-20156.39858,0.42346965, 
,85382.60413,0.16501600,-20156.39858,0.42226506, 
 
 
4,85382.60413,0.13239361,-20156.39858,0.32025606, 
,85382.60413,0.12500957,-20156.39858,0.32201578, 
,85382.60413,0.12546514,-20156.39858,0.31709643, 
,85382.60413,0.13046515,-20156.39858,0.31752691, 
,85382.60413,0.13195610,-20156.39858,0.31717196, 
 
 
5,85382.60413,0.11096015,-20156.39858,0.27253916, 
,85382.60413,0.10855090,-20156.39858,0.27217641, 
,85382.60413,0.11120060,-20156.39858,0.27263639, 
,85382.60413,0.10965671,-20156.39858,0.27228981, 
,85382.60413,0.11520474,-20156.39858,0.27217340, 
 
 
6,85382.60413,0.09531321,-20156.39858,0.22706113, 
,85382.60413,0.09598919,-20156.39858,0.22755363, 
,85382.60413,0.09390844,-20156.39858,0.22717742, 
,85382.60413,0.09309400,-20156.39858,0.22689763, 
,85382.60413,0.09616862,-20156.39858,0.22682833, 
 
 
7,85382.60413,0.11198775,-20156.39858,0.21276666, 
,85382.60413,0.11402447,-20156.39858,0.21230098, 
,85382.60413,0.11360730,-20156.39858,0.21523115, 
,85382.60413,0.11136792,-20156.39858,0.21233490, 
,85382.60413,0.11138709,-20156.39858,0.21239679, 
 
 
8,85382.60413,0.10178751,-20156.39858,0.20021335, 
,85382.60413,0.10192042,-20156.39858,0.20046984, 
,85382.60413,0.10119410,-20156.39858,0.20001856, 
,85382.60413,0.10052318,-20156.39858,0.19979673, 
,85382.60413,0.10103852,-20156.39858,0.20036589, 
 
 
9,85382.60413,0.09214314,-20156.39858,0.18924528, 
,85382.60413,0.09231710,-20156.39858,0.18919421, 
,85382.60413,0.09114400,-20156.39858,0.18954601, 
,85382.60413,0.09003292,-20156.39858,0.18899908, 
,85382.60413,0.09049986,-20156.39858,0.18873543, 
 
 
10,85382.60413,0.08297237,-20156.39858,0.17901062, 
,85382.60413,0.08294177,-20156.39858,0.17929999, 
,85382.60413,0.08235162,-20156.39858,0.19421751, 
,85382.60413,0.08211157,-20156.39858,0.17882513, 
,85382.60413,0.08287803,-20156.39858,0.17928192, 
 
 
11,85382.60413,0.07650669,-20156.39858,0.16987529, 
,85382.60413,0.07672131,-20156.39858,0.16996844, 
,85382.60413,0.07628062,-20156.39858,0.17020009, 
,85382.60413,0.07552231,-20156.39858,0.16987148, 
,85382.60413,0.07624251,-20156.39858,0.16980740, 
 
 
12,85382.60413,0.07148572,-20156.39858,0.16274293, 
,85382.60413,0.08523951,-20156.39858,0.16800191, 
,85382.60413,0.08157731,-20156.39858,0.16540420, 
,85382.60413,0.11976331,-20156.39858,0.16658259, 
,85382.60413,0.08194511,-20156.39858,0.16448012, 
 
 
13,85382.60413,0.39373697,-20156.39858,0.17819145, 
